ID_DH,ID_SP,SL_SPMUA,GIA_SP
2510,8821,7,2831000
2511,414,10,418000
2512,779,4,783000
2513,4080,9,1087000
2514,4798,2,1805000
2515,9824,10,837000
2516,219,7,223000
2517,1499,5,1503000
2518,1915,10,1919000
2519,3996,5,1003000
2520,5182,7,2189000
2521,1775,8,1779000
2522,7991,6,2001000
2523,139,1,143000
2524,4388,9,1395000
2525,942,9,946000
2526,5004,2,2011000
2527,931,8,935000
2528,7721,7,1731000
2529,3286,7,293000
2530,2683,8,2687000
2531,9851,4,864000
2532,2310,1,2314000
2533,4693,10,1700000
2534,697,10,701000
2535,6801,3,811000
2536,9868,5,881000
2537,4806,10,1813000
2538,6120,2,130000
2539,2248,7,2252000
2540,8270,1,2280000
2541,6869,2,879000
2542,504,9,508000
2543,1676,3,1680000
2544,6065,2,75000
2545,4911,7,1918000
2546,7431,10,1441000
2547,9908,7,921000
2548,7259,9,1269000
2549,4483,9,1490000
2550,1448,6,1452000
2551,6032,7,42000
2552,8471,8,2481000
2553,4502,3,1509000
2554,2686,5,2690000
2555,5675,10,2682000
2556,3420,6,427000
2557,8154,5,2164000
2558,9593,6,606000
2559,9619,5,632000
2560,2175,10,2179000
2561,1099,4,1103000
2562,6198,5,208000
2563,3006,10,13000
2564,4013,9,1020000
2565,9674,3,687000
2566,6384,8,394000
2567,7130,8,1140000
2568,8625,10,2635000
2569,8748,10,2758000
2570,459,8,463000
2571,5668,10,2675000
2572,3472,6,479000
2573,752,8,756000
2574,9643,1,656000
2575,5067,6,2074000
2576,1284,4,1288000
2577,4539,9,1546000
2578,9123,2,136000
2579,7769,6,1779000
2580,9984,6,997000
2581,353,3,357000
2582,3628,10,635000
2583,9953,5,966000
2584,4097,2,1104000
2585,2785,3,2789000
2586,5849,4,2856000
2587,3533,9,540000
2588,232,1,236000
2589,9562,3,575000
2590,8849,9,2859000
2591,4494,10,1501000
2592,5216,4,2223000
2593,2927,6,2931000
2594,7729,4,1739000
2595,569,1,573000
2596,5028,7,2035000
2597,254,3,258000
2598,3998,10,1005000
2599,1339,4,1343000
2600,3265,2,272000
2601,8482,6,2492000
2602,5951,6,2958000
2603,6509,10,519000
2604,4859,8,1866000
2605,212,7,216000
2606,9025,2,38000
2607,8333,7,2343000
2608,9991,2,1004000
2609,5825,10,2832000
2610,2145,10,2149000
2611,7053,4,1063000
2612,2338,3,2342000
2613,1274,4,1278000
2614,8018,6,2028000
2615,5492,8,2499000
2616,7781,5,1791000
2617,2610,3,2614000
2618,4370,9,1377000
2619,6030,6,40000
2620,3487,3,494000
2621,1595,10,1599000
2622,9822,4,835000
2623,1828,4,1832000
2624,9100,2,113000
2625,8299,10,2309000
2626,7109,1,1119000
2627,7778,9,1788000
2628,8406,10,2416000
2629,2421,10,2425000
2630,7657,1,1667000
2631,6161,1,171000
2632,562,4,566000
2633,5356,6,2363000
2634,777,2,781000
2635,8463,2,2473000
2636,4899,6,1906000
2637,8794,2,2804000
2638,6232,4,242000
2639,1778,6,1782000
2640,5889,1,2896000
2641,9308,1,321000
2642,2102,5,2106000
2643,9329,2,342000
2644,275,6,279000
2645,6980,2,990000
2646,6924,9,934000
2647,2396,8,2400000
2648,9290,3,303000
2649,6347,4,357000
2650,7800,2,1810000
2651,3432,4,439000
2652,5859,6,2866000
2653,3739,1,746000
2654,9572,8,585000
2655,9597,9,610000
2656,8208,6,2218000
2657,2680,7,2684000
2658,1745,2,1749000
2659,4525,10,1532000
2660,9310,1,323000
2661,9507,5,520000
2662,8386,8,2396000
2663,6962,3,972000
2664,4869,7,1876000
2665,7635,10,1645000
2666,7650,2,1660000
2667,5549,2,2556000
2668,3842,6,849000
2669,6310,9,320000
2670,7625,5,1635000
2671,9520,7,533000
2672,2531,9,2535000
2673,8619,3,2629000
2674,5409,5,2416000
2675,1586,5,1590000
2676,1022,6,1026000
2677,1150,10,1154000
2678,8610,9,2620000
2679,5440,4,2447000
2680,8513,5,2523000
2681,5832,2,2839000
2682,6272,6,282000
2683,5248,8,2255000
2684,8760,4,2770000
2685,2776,5,2780000
2686,1144,5,1148000
2687,1241,8,1245000
2688,1961,9,1965000
2689,1154,3,1158000
2690,1509,5,1513000
2691,9664,7,677000
2692,8604,8,2614000
2693,9292,3,305000
2694,117,9,121000
2695,7346,10,1356000
2696,9669,5,682000
2697,1697,9,1701000
2698,2150,5,2154000
2699,3111,5,118000
2700,6716,10,726000
2701,6061,5,71000
2702,4687,6,1694000
2703,4395,1,1402000
2704,6211,10,221000
2705,3924,9,931000
2706,9315,2,328000
2707,2771,3,2775000
2708,9527,10,540000
2709,7518,7,1528000
2710,5939,5,2946000
2711,158,8,162000
2712,9583,8,596000
2713,5293,10,2300000
2714,1290,6,1294000
2715,2829,8,2833000
2716,7920,9,1930000
2717,8553,7,2563000
2718,12,3,16000
2719,2534,9,2538000
2720,9512,8,525000
2721,6795,5,805000
2722,4878,7,1885000
2723,8570,6,2580000
2724,1658,4,1662000
2725,6837,5,847000
2726,1483,5,1487000
2727,3635,8,642000
2728,9218,6,231000
2729,146,9,150000
2730,9193,8,206000
2731,3519,2,526000
2732,5979,2,2986000
2733,124,8,128000
2734,9907,7,920000
2735,3242,6,249000
2736,7957,2,1967000
2737,7811,9,1821000
2738,9709,5,722000
2739,8118,1,2128000
2740,4761,5,1768000
2741,1546,10,1550000
2742,6725,8,735000
2743,6895,4,905000
2744,4054,10,1061000
2745,9600,2,613000
2746,746,4,750000
2747,8915,8,2925000
2748,3874,1,881000
2749,1035,3,1039000
2750,2706,9,2710000
2751,1437,4,1441000
2752,8896,9,2906000
2753,9812,2,825000
2754,3177,7,184000
2755,5155,6,2162000
2756,6025,1,35000
2757,5308,4,2315000
2758,9773,6,786000
2759,951,3,955000
2760,4515,2,1522000
2761,2114,3,2118000
2762,1082,3,1086000
2763,957,8,961000
2764,996,2,1000000
2765,9102,6,115000
2766,2817,1,2821000
2767,4719,6,1726000
2768,3851,3,858000
2769,3923,4,930000
2770,937,2,941000
2771,8607,5,2617000
2772,6779,4,789000
2773,1713,8,1717000
2774,6481,7,491000
2775,8190,3,2200000
2776,4209,10,1216000
2777,7004,10,1014000
2778,2924,2,2928000
2779,9347,5,360000
2780,8715,8,2725000
2781,8733,9,2743000
2782,5674,7,2681000
2783,2989,5,2993000
2784,6448,10,458000
2785,6848,6,858000
2786,1475,10,1479000
2787,8530,8,2540000
2788,6345,8,355000
2789,5509,2,2516000
2790,9624,2,637000
2791,5703,4,2710000
2792,9789,8,802000
2793,2314,9,2318000
2794,7676,5,1686000
2795,4779,2,1786000
2796,9041,1,54000
2797,3169,3,176000
2798,7463,8,1473000
2799,2157,10,2161000
2800,4307,2,1314000
2801,7399,7,1409000
2802,7843,9,1853000
2803,8497,6,2507000
2804,272,8,276000
2805,8132,3,2142000
2806,8515,2,2525000
2807,4349,1,1356000
2808,3254,4,261000
2809,4422,1,1429000
2810,5727,10,2734000
2811,3352,10,359000
2812,2452,5,2456000
2813,8172,2,2182000
2814,3082,6,89000
2815,1555,5,1559000
2816,7962,3,1972000
2817,5062,2,2069000
2818,3701,1,708000
2819,3640,6,647000
2820,1653,8,1657000
2821,8466,5,2476000
2822,9479,6,492000
2823,4933,10,1940000
2824,8397,5,2407000
2825,8844,9,2854000
2826,9204,3,217000
2827,79,9,83000
2828,4594,5,1601000
2829,1515,3,1519000
2830,7627,10,1637000
2831,9647,5,660000
2832,3307,1,314000
2833,2541,10,2545000
2834,3145,8,152000
2835,5987,3,2994000
2836,904,6,908000
2837,8231,4,2241000
2838,3822,6,829000
2839,670,4,674000
2840,1689,2,1693000
2841,9986,2,999000
2842,5162,8,2169000
2843,9070,6,83000
2844,8147,8,2157000
2845,8125,2,2135000
2846,9716,4,729000
2847,8757,1,2767000
2848,5126,4,2133000
2849,4988,1,1995000
2850,6093,9,103000
2851,7961,10,1971000
2852,3926,9,933000
2853,3596,9,603000
2854,5717,4,2724000
2855,6567,6,577000
2856,3776,2,783000
2857,3030,10,37000
2858,7883,3,1893000
2859,1913,6,1917000
2860,5246,2,2253000
2861,4142,2,1149000
2862,9637,3,650000
2863,6627,6,637000
2864,9299,3,312000
2865,5881,7,2888000
2866,3453,8,460000
2867,1549,5,1553000
2868,3428,9,435000
2869,7984,6,1994000
2870,1885,2,1889000
2871,9284,3,297000
2872,5237,4,2244000
2873,5725,3,2732000
2874,907,5,911000
2875,1029,5,1033000
2876,2450,6,2454000
2877,3289,1,296000
2878,1615,6,1619000
2879,7672,10,1682000
2880,4675,7,1682000
2881,1277,6,1281000
2882,4059,6,1066000
2883,182,9,186000
2884,6413,10,423000
2885,8605,6,2615000
2886,3118,1,125000
2887,2049,5,2053000
2888,3655,6,662000
2889,4367,1,1374000
2890,3320,5,327000
2891,8350,9,2360000
2892,9733,2,746000
2893,4035,6,1042000
2894,3749,1,756000
2895,2987,9,2991000
2896,4647,1,1654000
2897,7935,9,1945000
2898,7696,2,1706000
2899,5377,3,2384000
2900,8743,3,2753000
2901,1988,2,1992000
2902,6904,9,914000
2903,4709,6,1716000
2904,8881,1,2891000
2905,4267,5,1274000
2906,727,8,731000
2907,8909,10,2919000
2908,7394,1,1404000
2909,5078,7,2085000
2910,4090,2,1097000
2911,9057,6,70000
2912,2566,10,2570000
2913,2347,10,2351000
2914,7641,3,1651000
2915,6830,8,840000
2916,3159,4,166000
2917,9688,8,701000
2918,5686,10,2693000
2919,2486,9,2490000
2920,4856,8,1863000
2921,3949,2,956000
2922,1163,6,1167000
2923,8621,9,2631000
2924,3608,6,615000
2925,7022,6,1032000
2926,55,4,59000
2927,5337,2,2344000
2928,1507,8,1511000
2929,593,2,597000
2930,6176,10,186000
2931,2197,4,2201000
2932,4794,3,1801000
2933,9491,9,504000
2934,7741,9,1751000
2935,768,7,772000
2936,234,10,238000
2937,9271,4,284000
2938,6461,4,471000
2939,6423,5,433000
2940,1083,8,1087000
2941,7502,2,1512000
2942,636,5,640000
2943,8220,8,2230000
2944,359,5,363000
2945,357,8,361000
2946,4679,6,1686000
2947,1832,4,1836000
2948,2321,5,2325000
2949,1827,3,1831000
2950,2752,1,2756000
2951,8892,6,2902000
2952,6549,4,559000
2953,1411,5,1415000
2954,1711,6,1715000
2955,3965,5,972000
2956,8130,9,2140000
2957,4814,5,1821000
2958,1026,10,1030000
2959,5484,9,2491000
2960,5648,6,2655000
2961,7308,8,1318000
2962,7300,1,1310000
2963,2429,7,2433000
2964,9062,9,75000
2965,4698,9,1705000
2966,1582,6,1586000
2967,3549,6,556000
2968,7733,2,1743000
2969,3573,10,580000
2970,707,1,711000
2971,3643,6,650000
2972,6876,7,886000
2973,3589,9,596000
2974,4089,4,1096000
2975,8854,3,2864000
2976,8290,6,2300000
2977,2555,2,2559000
2978,6676,2,686000
2979,5744,8,2751000
2980,7204,9,1214000
2981,5875,8,2882000
2982,3930,4,937000
2983,6638,2,648000
2984,8478,5,2488000
2985,2945,1,2949000
2986,6076,4,86000
2987,3884,7,891000
2988,8879,6,2889000
2989,3755,1,762000
2990,892,2,896000
2991,7489,8,1499000
2992,8435,4,2445000
2993,5784,3,2791000
2994,6922,3,932000
2995,6859,1,869000
2996,3801,2,808000
2997,6723,3,733000
2998,3695,1,702000
2999,3297,3,304000
3000,3953,4,960000
3001,223,2,227000
3002,9280,6,293000
3003,9233,7,246000
3004,8912,9,2922000
3005,9747,3,760000
3006,9177,1,190000
3007,2939,2,2943000
3008,188,7,192000
3009,8219,9,2229000
3010,7895,8,1905000
3011,76,4,80000
3012,8993,4,6000
3013,6261,10,271000
3014,7788,7,1798000
3015,5336,7,2343000
3016,787,9,791000
3017,7458,4,1468000
3018,6971,6,981000
3019,6810,2,820000
3020,7820,8,1830000
3021,3645,4,652000
3022,8677,6,2687000
3023,629,8,633000
3024,2292,2,2296000
3025,7407,3,1417000
3026,4742,6,1749000
3027,6711,10,721000
3028,5505,10,2512000
3029,4604,3,1611000
3030,9899,1,912000
3031,3266,8,273000
3032,1262,10,1266000
3033,575,4,579000
3034,2083,2,2087000
3035,7992,2,2002000
3036,4805,10,1812000
3037,1004,5,1008000
3038,7990,4,2000000
3039,7277,8,1287000
3040,7631,6,1641000
3041,40,6,44000
3042,7605,3,1615000
3043,4900,9,1907000
3044,3948,8,955000
3045,4619,8,1626000
3046,4646,10,1653000
3047,6121,7,131000
3048,7682,5,1692000
3049,467,5,471000
3050,3450,10,457000
3051,3362,2,369000
3052,6920,6,930000
3053,3669,5,676000
3054,8754,1,2764000
3055,6849,7,859000
3056,4964,1,1971000
3057,2014,8,2018000
3058,1542,2,1546000
3059,126,6,130000
3060,5277,9,2284000
3061,247,10,251000
3062,2041,1,2045000
3063,5053,9,2060000
3064,8872,7,2882000
3065,9642,7,655000
3066,9948,1,961000
3067,6889,10,899000
3068,6300,10,310000
3069,6651,1,661000
3070,4895,2,1902000
3071,4145,7,1152000
3072,2101,10,2105000
3073,6578,2,588000
3074,733,5,737000
3075,6701,1,711000
3076,4771,10,1778000
3077,5040,9,2047000
3078,2445,10,2449000
3079,2186,2,2190000
3080,9745,9,758000
3081,991,9,995000
3082,1451,5,1455000
3083,5860,7,2867000
3084,5999,6,9000
3085,723,7,727000
3086,2127,5,2131000
3087,4304,4,1311000
3088,1390,6,1394000
3089,4759,3,1766000
3090,8819,3,2829000
3091,2334,8,2338000
3092,3390,2,397000
3093,6539,4,549000
3094,7467,9,1477000
3095,9735,6,748000
3096,5101,2,2108000
3097,5765,6,2772000
3098,3761,2,768000
3099,1161,7,1165000
3100,9689,7,702000
3101,3859,7,866000
3102,7854,2,1864000
3103,2086,4,2090000
3104,9341,9,354000
3105,6619,2,629000
3106,6927,3,937000
3107,6687,7,697000
3108,8662,7,2672000
3109,1591,4,1595000
3110,2412,8,2416000
3111,7030,6,1040000
3112,6021,3,31000
3113,7748,6,1758000
3114,2757,6,2761000
3115,8244,4,2254000
3116,5877,8,2884000
3117,8911,7,2921000
3118,9706,8,719000
3119,9410,4,423000
3120,8432,8,2442000
3121,1556,1,1560000
3122,1127,4,1131000
3123,7239,1,1249000
3124,2828,3,2832000
3125,4623,10,1630000
3126,9802,1,815000
3127,6993,9,1003000
3128,8978,9,2988000
3129,6624,8,634000
3130,1815,3,1819000
3131,202,10,206000
3132,6404,9,414000
3133,1670,6,1674000
3134,4532,5,1539000
3135,2469,1,2473000
3136,5242,9,2249000
3137,3826,7,833000
3138,9700,8,713000
3139,218,10,222000
3140,9582,6,595000
3141,8140,9,2150000
3142,431,10,435000
3143,6522,1,532000
3144,5926,6,2933000
3145,7736,5,1746000
3146,9585,7,598000
3147,1288,8,1292000
3148,488,7,492000
3149,4221,4,1228000
3150,3424,5,431000
3151,2135,6,2139000
3152,9710,1,723000
3153,8121,10,2131000
3154,5644,10,2651000
3155,1455,3,1459000
3156,8691,6,2701000
3157,976,5,980000
3158,1225,2,1229000
3159,5696,4,2703000
3160,5716,6,2723000
3161,366,10,370000
3162,5141,2,2148000
3163,3393,8,400000
3164,8721,9,2731000
3165,8382,2,2392000
3166,6063,10,73000
3167,5465,1,2472000
3168,7913,9,1923000
3169,3380,10,387000
3170,5420,6,2427000
3171,5582,9,2589000
3172,7297,10,1307000
3173,3283,7,290000
3174,2174,5,2178000
3175,1684,5,1688000
3176,123,1,127000
3177,1973,3,1977000
3178,3979,7,986000
3179,3916,6,923000
3180,7266,1,1276000
3181,6199,10,209000
3182,4141,4,1148000
3183,1366,8,1370000
3184,9686,9,699000
3185,1893,9,1897000
3186,3582,7,589000
3187,1049,10,1053000
3188,9658,10,671000
3189,4890,3,1897000
3190,7416,7,1426000
3191,7358,9,1368000
3192,9064,9,77000
3193,2625,8,2629000
3194,5502,10,2509000
3195,7229,8,1239000
3196,9570,1,583000
3197,2072,3,2076000
3198,3587,7,594000
3199,5567,3,2574000
3200,6580,3,590000
3201,6050,8,60000
3202,2051,8,2055000
3203,5605,3,2612000
3204,7024,1,1034000
3205,4811,5,1818000
3206,540,8,544000
3207,1706,8,1710000
3208,1949,5,1953000
3209,7447,1,1457000
3210,8064,8,2074000
3211,6618,7,628000
3212,968,1,972000
3213,4540,3,1547000
3214,6016,6,26000
3215,7656,7,1666000
3216,4151,3,1158000
3217,4599,6,1606000
3218,5339,10,2346000
3219,6078,9,88000
3220,9675,5,688000
3221,5406,6,2413000
3222,6324,3,334000
3223,2398,2,2402000
3224,6294,10,304000
3225,5570,5,2577000
3226,5340,6,2347000
3227,128,2,132000
3228,14,2,18000
3229,3796,1,803000
3230,9008,6,21000
3231,5391,3,2398000
3232,1199,8,1203000
3233,4608,2,1615000
3234,6159,7,169000
3235,5789,9,2796000
3236,1495,6,1499000
3237,3940,6,947000
3238,106,1,110000
3239,3353,9,360000
3240,5124,7,2131000
3241,7494,5,1504000
3242,8895,7,2905000
3243,2061,4,2065000
3244,1502,7,1506000
3245,812,3,816000
3246,4218,7,1225000
3247,8279,2,2289000
3248,1231,9,1235000
3249,5315,1,2322000
3250,6348,3,358000
3251,3099,2,106000
3252,1320,2,1324000
3253,6222,4,232000
3254,1808,4,1812000
3255,2626,1,2630000
3256,6048,2,58000
3257,1800,1,1804000
3258,7642,2,1652000
3259,9366,4,379000
3260,6249,1,259000
3261,6241,5,251000
3262,6674,4,684000
3263,4941,5,1948000
3264,193,2,197000
3265,7050,4,1060000
3266,3722,2,729000
3267,7686,2,1696000
3268,15,4,19000
3269,8947,2,2957000
3270,6546,10,556000
3271,421,4,425000
3272,9194,10,207000
3273,5955,7,2962000
3274,2657,1,2661000
3275,7749,6,1759000
3276,7208,3,1218000
3277,7378,8,1388000
3278,1218,6,1222000
3279,6195,1,205000
3280,8425,8,2435000
3281,9473,10,486000
3282,1370,6,1374000
3283,4925,2,1932000
3284,8763,10,2773000
3285,3170,8,177000
3286,8109,1,2119000
3287,69,6,73000
3288,6278,5,288000
3289,8255,5,2265000
3290,201,1,205000
3291,7436,7,1446000
3292,9488,6,501000
3293,5942,6,2949000
3294,848,1,852000
3295,7874,2,1884000
3296,1968,4,1972000
3297,982,9,986000
3298,551,7,555000
3299,865,2,869000
3300,5706,10,2713000
3301,1907,2,1911000
3302,8017,10,2027000
3303,7183,2,1193000
3304,7008,4,1018000
3305,4337,6,1344000
3306,5927,5,2934000
3307,6309,10,319000
3308,913,4,917000
3309,2355,10,2359000
3310,7083,3,1093000
3311,2729,5,2733000
3312,5892,4,2899000
3313,6689,9,699000
3314,1554,8,1558000
3315,2552,10,2556000
3316,920,7,924000
3317,842,1,846000
3318,4863,3,1870000
3319,2390,9,2394000
3320,649,8,653000
3321,7171,2,1181000
3322,9018,2,31000
3323,7406,9,1416000
3324,9672,5,685000
3325,1371,2,1375000
3326,8980,7,2990000
3327,1580,9,1584000
3328,9793,3,806000
3329,3721,10,728000
3330,7665,10,1675000
3331,8024,8,2034000
3332,4595,9,1602000
3333,2252,1,2256000
3334,8906,6,2916000
3335,1830,10,1834000
3336,6349,9,359000
3337,9616,1,629000
3338,9365,5,378000
3339,2029,3,2033000
3340,8122,9,2132000
3341,41,1,45000
3342,2302,7,2306000
3343,9455,4,468000
3344,7206,3,1216000
3345,3693,6,700000
3346,9897,9,910000
3347,857,7,861000
3348,1667,2,1671000
3349,8268,8,2278000
3350,9834,4,847000
3351,7367,4,1377000
3352,2410,9,2414000
3353,280,10,284000
3354,563,10,567000
3355,4116,6,1123000
3356,8404,5,2414000
3357,1911,4,1915000
3358,2165,3,2169000
3359,9730,7,743000
3360,5412,8,2419000
3361,5619,4,2626000
3362,5856,7,2863000
3363,3130,6,137000
3364,8705,10,2715000
3365,3096,1,103000
3366,2723,3,2727000
3367,5405,3,2412000
3368,2129,9,2133000
3369,6122,4,132000
3370,5401,10,2408000
3371,9311,4,324000
3372,8077,8,2087000
3373,4033,6,1040000
3374,3610,5,617000
3375,7525,4,1535000
3376,8753,5,2763000
3377,8583,8,2593000
3378,2968,7,2972000
3379,5449,3,2456000
3380,9056,6,69000
3381,2281,1,2285000
3382,7619,6,1629000
3383,2271,7,2275000
3384,1882,1,1886000
3385,276,7,280000
3386,6352,6,362000
3387,2983,7,2987000
3388,4529,10,1536000
3389,6671,4,681000
3390,7916,3,1926000
3391,3914,5,921000
3392,379,4,383000
3393,3293,3,300000
3394,3604,4,611000
3395,868,5,872000
3396,613,3,617000
3397,7880,3,1890000
3398,8517,4,2527000
3399,4509,6,1516000
3400,5278,3,2285000
3401,6527,3,537000
3402,7846,7,1856000
3403,2267,4,2271000
3404,3535,6,542000
3405,895,1,899000
3406,5635,10,2642000
3407,2138,2,2142000
3408,4549,2,1556000
3409,9358,3,371000
3410,3839,6,846000
3411,6288,2,298000
3412,6778,2,788000
3413,6297,3,307000
3414,4815,10,1822000
3415,1845,2,1849000
3416,4813,8,1820000
3417,881,3,885000
3418,1858,1,1862000
3419,6007,1,17000
3420,8082,2,2092000
3421,556,5,560000
3422,7673,8,1683000
3423,5474,8,2481000
3424,3070,8,77000
3425,5934,7,2941000
3426,7981,4,1991000
3427,6800,6,810000
3428,2300,7,2304000
3429,9253,8,266000
3430,4138,2,1145000
3431,7543,7,1553000
3432,9838,5,851000
3433,7133,8,1143000
3434,7435,4,1445000
3435,3061,2,68000
3436,3661,8,668000
3437,637,9,641000
3438,4139,2,1146000
3439,8813,6,2823000
3440,9316,10,329000
3441,1764,2,1768000
3442,9734,2,747000
3443,3992,9,999000
3444,5568,9,2575000
3445,8837,8,2847000
3446,4952,7,1959000
3447,4536,7,1543000
3448,1501,4,1505000
3449,377,8,381000
3450,1967,7,1971000
3451,8599,1,2609000
3452,9378,3,391000
3453,618,3,622000
3454,7007,5,1017000
3455,7089,3,1099000
3456,4201,9,1208000
3457,597,2,601000
3458,5903,4,2910000
3459,6878,7,888000
3460,3654,10,661000
3461,4448,9,1455000
3462,1601,8,1605000
3463,8267,7,2277000
3464,6951,7,961000
3465,7747,4,1757000
3466,1018,10,1022000
3467,1461,4,1465000
3468,1819,3,1823000
3469,8624,10,2634000
3470,458,8,462000
3471,3323,3,330000
3472,7853,3,1863000
3473,674,4,678000
3474,682,6,686000
3475,3922,5,929000
3476,2262,9,2266000
3477,5990,2,2997000
3478,8358,8,2368000
3479,2730,1,2734000
3480,7560,3,1570000
3481,1318,8,1322000
3482,9340,9,353000
3483,1744,5,1748000
3484,2287,8,2291000
3485,1473,5,1477000
3486,9603,8,616000
3487,2385,3,2389000
3488,1887,2,1891000
3489,2126,8,2130000
3490,5681,7,2688000
3491,1229,3,1233000
3492,6040,7,50000
3493,7929,1,1939000
3494,9617,6,630000
3495,4197,9,1204000
3496,9618,3,631000
3497,1544,5,1548000
3498,983,6,987000
3499,5820,2,2827000
3500,8055,6,2065000
3501,6570,3,580000
3502,5395,10,2402000
3503,6875,8,885000
3504,2327,6,2331000
3505,8330,9,2340000
3506,5085,10,2092000
3507,8557,2,2567000
3508,5075,9,2082000
3509,439,9,443000
3510,3027,8,34000
3511,2266,4,2270000
3512,599,10,603000
3513,4344,6,1351000
3514,4288,3,1295000
3515,7612,8,1622000
3516,4730,5,1737000
3517,5817,8,2824000
3518,8852,7,2862000
3519,3575,9,582000
3520,7261,7,1271000
3521,4708,3,1715000
3522,1401,10,1405000
3523,8131,6,2141000
3524,4332,5,1339000
3525,8579,9,2589000
3526,4564,10,1571000
3527,2952,5,2956000
3528,4430,3,1437000
3529,3245,8,252000
3530,2969,9,2973000
3531,5906,7,2913000
3532,2834,4,2838000
3533,6371,3,381000
3534,7279,10,1289000
3535,1816,2,1820000
3536,808,5,812000
3537,6451,5,461000
3538,9351,4,364000
3539,2998,1,5000
3540,9682,1,695000
3541,536,1,540000
3542,886,6,890000
3543,1338,7,1342000
3544,240,3,244000
3545,4417,6,1424000
3546,3257,3,264000
3547,5988,9,2995000
3548,3083,10,90000
3549,900,1,904000
3550,5065,10,2072000
3551,9430,10,443000
3552,9106,9,119000
3553,6453,8,463000
3554,5652,6,2659000
3555,9203,5,216000
3556,9755,2,768000
3557,7767,3,1777000
3558,1226,3,1230000
3559,6285,7,295000
3560,4516,10,1523000
3561,6382,2,392000
3562,2034,6,2038000
3563,7475,2,1485000
3564,5432,1,2439000
3565,401,10,405000
3566,9256,9,269000
3567,509,5,513000
3568,1289,7,1293000
3569,3616,10,623000
3570,4971,7,1978000
3571,9120,1,133000
3572,9705,10,718000
3573,8302,10,2312000
3574,4809,7,1816000
3575,7889,2,1899000
3576,4232,9,1239000
3577,7508,7,1518000
3578,8378,8,2388000
3579,9788,9,801000
3580,9761,2,774000
3581,3632,3,639000
3582,419,1,423000
3583,3989,5,996000
3584,7271,8,1281000
3585,9085,5,98000
3586,6820,6,830000
3587,7231,10,1241000
3588,1488,9,1492000
3589,2543,10,2547000
3590,4835,8,1842000
3591,9885,8,898000
3592,8898,9,2908000
3593,8460,2,2470000
3594,7567,9,1577000
3595,7596,9,1606000
3596,8775,3,2785000
3597,2761,7,2765000
3598,1306,7,1310000
3599,5640,4,2647000
3600,1783,3,1787000
3601,9178,5,191000
3602,289,2,293000
3603,4512,3,1519000
3604,6864,6,874000
3605,4881,7,1888000
3606,6213,8,223000
3607,7616,3,1626000
3608,7203,10,1213000
3609,2451,3,2455000
3610,8301,9,2311000
3611,7199,9,1209000
3612,4521,4,1528000
3613,5828,2,2835000
3614,3488,5,495000
3615,9345,7,358000
3616,1737,3,1741000
3617,5002,4,2009000
3618,7931,8,1941000
3619,7653,7,1663000
3620,9026,5,39000
3621,2516,7,2520000
3622,3394,9,401000
3623,9880,10,893000
3624,7623,2,1633000
3625,9835,6,848000
3626,6657,3,667000
3627,9951,6,964000
3628,5010,5,2017000
3629,7291,6,1301000
3630,8656,3,2666000
3631,860,7,864000
3632,8519,9,2529000
3633,8611,8,2621000
3634,2527,10,2531000
3635,3002,9,9000
3636,7993,1,2003000
3637,8955,8,2965000
3638,6601,1,611000
3639,8004,6,2014000
3640,6901,8,911000
3641,3656,3,663000
3642,9039,1,52000
3643,4278,6,1285000
3644,1136,3,1140000
3645,4707,6,1714000
3646,3714,9,721000
3647,5260,3,2267000
3648,6862,8,872000
3649,7329,4,1339000
3650,8363,1,2373000
3651,9389,5,402000
3652,781,5,785000
3653,6519,1,529000
3654,1661,2,1665000
3655,338,2,342000
3656,1067,4,1071000
3657,3878,3,885000
3658,9680,2,693000
3659,4673,1,1680000
3660,3662,4,669000
3661,3115,8,122000
3662,6732,10,742000
3663,6992,9,1002000
3664,7761,7,1771000
3665,2406,9,2410000
3666,3598,9,605000
3667,8012,7,2022000
3668,1102,4,1106000
3669,7020,6,1030000
3670,7428,4,1438000
3671,4961,6,1968000
3672,3361,10,368000
3673,728,8,732000
3674,2799,8,2803000
3675,5809,9,2816000
3676,5690,6,2697000
3677,5268,3,2275000
3678,9900,9,913000
3679,4575,5,1582000
3680,3897,1,904000
3681,5534,1,2541000
3682,8935,7,2945000
3683,3452,2,459000
3684,1634,3,1638000
3685,1400,4,1404000
3686,9274,7,287000
3687,229,3,233000
3688,3929,7,936000
3689,3240,9,247000
3690,7624,1,1634000
3691,3073,9,80000
3692,6433,8,443000
3693,7688,3,1698000
3694,9910,2,923000
3695,2231,9,2235000
3696,7093,9,1103000
3697,734,10,738000
3698,5023,3,2030000
3699,6709,7,719000
3700,3011,4,18000
3701,9242,9,255000
3702,5767,2,2774000
3703,8646,4,2656000
3704,6808,3,818000
3705,1617,1,1621000
3706,3825,3,832000
3707,6463,1,473000
3708,9090,7,103000
3709,8581,10,2591000
3710,4857,10,1864000
3711,4778,7,1785000
3712,5863,8,2870000
3713,9441,1,454000
3714,9727,1,740000
3715,8261,10,2271000
3716,8164,3,2174000
3717,2845,6,2849000
3718,412,4,416000
3719,2619,1,2623000
3720,4607,7,1614000
3721,4745,7,1752000
3722,6613,4,623000
3723,6774,8,784000
3724,5799,7,2806000
3725,8206,7,2216000
