ID_KH,ID_SP,BINHLUAN,SCORERATING,NGAYBINHLUAN
4633,9718,mặt đáy và trục bánh,2,10/18/2021 4:14
4634,4157,"ăn không bị mặn, ",4,11/26/2021 17:41
4635,6273,Đắt chứ không giảm,3,4/7/2021 23:41
4637,9330,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,4/23/2021 18:44
4638,2116,"giao hàng nhanh, bảo hành chính hãng",3,1/21/2020 23:51
4640,6490,rẻ hơn mua ở cửa hàng điện máy,3,8/24/2021 17:58
4642,3412,hết sẽ ủng hộ tiki nữa,3,3/1/2021 8:41
4643,1503,nói chung là ok,3,11/23/2020 0:50
4645,4835,"Nhựa quá tệ, bị giòn gãy đứt",3,12/9/2021 12:00
4647,654,Đắt chứ không giảm,5,5/28/2020 5:23
4648,1513,"Dùng ổn, k bị thấm nước",4,9/24/2021 16:15
4649,8042,"Sản phẩm sử dụng tốt, mẫu mã đẹp",5,4/10/2021 20:41
4650,6064,Tot và rẻ lam,1,11/8/2020 3:04
4651,8736,Đắt chứ không giảm,3,4/7/2021 2:41
4653,4608,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",1,12/3/2020 19:28
4654,809,"chất liệu, sản phẩm như hình. được",1,10/1/2020 10:09
4655,6647,cảm giác dưỡng ẩm da tốt,4,8/8/2020 7:25
4656,6527,"ăn không bị mặn, ",2,3/31/2020 3:13
4657,5069,"Nhựa quá tệ, bị giòn gãy đứt",4,3/25/2021 18:10
4658,7767,cảm giác dưỡng ẩm da tốt,3,5/16/2021 12:40
4660,4691,"sẽ ủng hộ tiki nữa,san pham tot",1,8/4/2021 23:48
4661,5052,"sẽ ủng hộ tiki nữa,san pham tot",5,3/3/2021 12:23
4662,3435,Tot và rẻ lam,1,5/6/2021 5:50
4663,6870,khung inox mỏng ko chở được hàng nặng,1,10/25/2020 23:08
4664,1371,sản phẩm k có tem hãng dán,3,9/17/2021 21:56
4665,316,"ăn không bị mặn, ",4,2/1/2020 1:19
4666,5694,xe bằng sắt để chịu lực tốt,1,11/19/2020 19:00
4667,4548,nhìn dễ thương,5,10/27/2021 0:22
4668,5177,Đắt chứ không giảm,3,12/29/2020 11:35
4669,2097,nhấc nồi nóng ko an toàn,5,10/12/2021 1:15
4670,2238,cảm giác dưỡng ẩm da tốt,4,10/1/2020 19:33
4671,4779,nói chung là ok,4,10/8/2021 19:22
4672,2466,"Chất vải may xấu, đường may thì cẩu thả.",5,9/8/2020 0:51
4674,2533,"Nhựa quá tệ, bị giòn gãy đứt",3,2/23/2020 17:24
4675,6040,hay bị lẫn và hạt hư.,2,3/13/2020 12:27
4676,8106,chất kem mịn,5,6/7/2021 12:12
4677,4910,"Sản phẩm sử dụng tốt, mẫu mã đẹp",4,10/27/2020 1:46
4680,4505,xài rất đã mà ko bị kích ứng da,5,6/21/2021 7:11
4681,1170,sau khi sử dụng da có sáng hơn 1 tí,1,3/1/2020 10:07
4682,6589,Đắt chứ không giảm,3,3/7/2021 18:03
4685,2946,"Ăn khá ngon ,độ mặn vừa phải ",4,5/1/2020 9:33
4689,249,"Dùng ổn, k bị thấm nước",3,7/31/2020 11:31
4691,5682,chất kem mịn,1,2/6/2020 12:04
4692,428,hạt trung bình chứ ko to,5,12/22/2020 21:36
4693,624,"giao hàng nhanh, bảo hành chính hãng",1,4/22/2020 9:04
4694,3765,"chất liệu, sản phẩm như hình. được",1,3/7/2021 8:55
4695,8591,hết sẽ ủng hộ tiki nữa,1,6/7/2021 10:50
4696,5895,nhìn dễ thương,5,7/8/2020 14:11
4697,6657,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,2,5/24/2020 20:49
4698,2891,Hình ảnh là 2 lúc nhận 1 hộp điều à.,1,10/1/2021 1:34
4700,7584,hết sẽ ủng hộ tiki nữa,2,4/13/2020 3:18
4701,1642,dàn bằng nhôm không rỉ sét,4,4/19/2021 19:47
4702,2481,Đắt chứ không giảm,5,8/6/2020 3:31
4703,2349,chất kem mịn,3,5/31/2021 22:26
4704,861,"giao hàng nhanh, bảo hành chính hãng",4,7/15/2020 12:54
4705,5954,"ăn không bị mặn, ",1,4/18/2021 9:16
4706,1047,nói chung là ok,5,3/5/2021 10:33
4707,5283,hết sẽ ủng hộ tiki nữa,1,6/21/2021 13:52
4709,2268,chất kem mịn,5,12/30/2020 22:03
4710,1891,"Đóng gói chắc chắn, date xa",3,5/22/2021 12:20
4711,1894,Bánh xe nhựa mỏng chứ ko phải cao su,5,1/18/2020 22:43
4712,6773,sản phẩm tuyệt vời.,2,8/18/2021 17:59
4713,1329,xài xong thích lắm. da mịn hơn hẳn.,5,10/10/2020 15:34
4716,3212,hết sẽ ủng hộ tiki nữa,1,6/12/2021 13:44
4717,7733,Giao hàng nhanh,3,4/11/2021 14:18
4718,3312,nói chung là ok,5,10/19/2020 1:32
4719,5996,sử dụng thường xuyên có giảm mụn đầu đen,5,9/19/2020 6:32
4720,1527,Đắt chứ không giảm,2,3/11/2020 7:33
4721,6082,mua nhiều lần của các thương hiệu khác,4,2/9/2020 22:41
4722,7777,"giao hàng nhanh, bảo hành chính hãng",5,4/10/2021 18:39
4723,1996,Bánh xe nhựa mỏng chứ ko phải cao su,1,11/10/2020 16:23
4724,8906,khung inox mỏng ko chở được hàng nặng,1,7/21/2020 6:05
4725,7219,nhấc nồi nóng ko an toàn,1,5/31/2020 5:32
4726,6361,Thà k gập còn hơn.,2,1/4/2021 21:09
4727,3316,sau khi sử dụng da có sáng hơn 1 tí,4,2/29/2020 13:54
4728,5704,rẻ hơn mua ở cửa hàng điện máy,5,11/12/2021 10:57
4730,9035,sản phẩm tuyệt vời.,3,2/13/2021 18:00
4732,8411,"ăn không bị mặn, ",3,12/3/2020 2:16
4733,4154,xài rất đã mà ko bị kích ứng da,4,6/6/2020 22:05
4735,1144,xài rất đã mà ko bị kích ứng da,2,8/24/2020 17:27
4736,9950,rẻ hơn mua ở cửa hàng điện máy,2,3/30/2021 17:08
4737,2661,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",3,6/8/2020 4:26
4739,1122,khung inox mỏng ko chở được hàng nặng,5,5/15/2021 12:43
4740,9026,ko đủ cách nhiệt,4,6/4/2021 8:09
4742,2212,"Sản phẩm sử dụng tốt, mẫu mã đẹp",5,3/23/2021 6:06
4743,3942,Hình ảnh là 2 lúc nhận 1 hộp điều à.,4,1/7/2020 1:15
4744,7196,hạt trung bình chứ ko to,1,6/15/2021 0:42
4745,1063,xe bằng sắt để chịu lực tốt,4,4/10/2021 7:29
4746,3941,Tot và rẻ lam,4,8/12/2021 13:28
4748,9488,Thà k gập còn hơn.,3,12/9/2021 23:58
4749,5988,nói chung là ok,2,6/9/2020 8:21
4750,9747,"sẽ ủng hộ tiki nữa,san pham tot",1,1/7/2020 15:13
4751,1882,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,1/23/2020 11:10
4753,3420,sản phẩm tuyệt vời.,4,5/14/2021 5:25
4754,8645,Hình ảnh là 2 lúc nhận 1 hộp điều à.,1,10/14/2021 11:56
4755,3425,"Sản phẩm sử dụng tốt, mẫu mã đẹp",3,7/31/2021 12:20
4756,4332,chất kem mịn,5,3/3/2021 16:34
4757,3930,hạt trung bình chứ ko to,2,1/27/2020 5:57
4758,2700,cảm giác dưỡng ẩm da tốt,4,3/27/2020 13:13
4759,820,"sẽ ủng hộ tiki nữa,san pham tot",5,1/5/2021 16:26
4761,7788,"giao hàng nhanh, bảo hành chính hãng",2,12/22/2020 13:51
4763,3996,mặt đáy và trục bánh,1,10/23/2020 5:49
4764,6769,sản phẩm tuyệt vời.,5,1/6/2020 16:30
4765,4599,xài xong thích lắm. da mịn hơn hẳn.,4,6/11/2020 18:06
4766,5442,"Đóng gói chắc chắn, date xa",1,10/11/2021 14:24
4767,899,xài rất đã mà ko bị kích ứng da,4,5/16/2020 18:40
4768,8799,"ko dùng nhấc bếp dc, trơn, ",3,5/10/2020 7:21
4769,5833,mặt đáy và trục bánh,2,3/9/2021 11:16
4770,3132,nói chung là ok,2,7/26/2020 12:31
4771,4966,"giao hàng nhanh, bảo hành chính hãng",4,2/14/2021 14:12
4773,9715,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",3,3/30/2020 18:04
4774,9551,mua nhiều lần của các thương hiệu khác,3,1/22/2021 2:09
4775,4096,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,2,4/22/2020 19:55
4776,4329,hay bị lẫn và hạt hư.,4,9/6/2021 11:11
4777,8015,"chất liệu, sản phẩm như hình. được",3,11/4/2020 9:59
4778,704,nhìn dễ thương,4,7/25/2021 9:45
4779,5125,xài xong thích lắm. da mịn hơn hẳn.,1,2/23/2020 2:52
4780,6745,"ăn không bị mặn, ",3,1/22/2021 23:37
4781,9432,sau khi sử dụng da có sáng hơn 1 tí,2,4/24/2020 8:54
4782,5013,Thà k gập còn hơn.,1,8/26/2020 10:11
4783,5525,hay bị lẫn và hạt hư.,5,8/6/2020 18:38
4784,7744,"Chất vải may xấu, đường may thì cẩu thả.",1,6/4/2021 9:01
4788,208,"chất liệu, sản phẩm như hình. được",2,10/24/2021 4:27
4789,3289,mình dùng bông lau hoặc lấy tay vỗ lên mặt,4,4/19/2020 9:15
4790,9164,sau khi sử dụng da có sáng hơn 1 tí,1,12/31/2021 12:17
4792,3433,"chất liệu, sản phẩm như hình. được",4,9/1/2021 18:21
4793,8608,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,4/2/2021 6:44
4794,4836,"chất liệu, sản phẩm như hình. được",2,1/9/2020 10:46
4795,2905,"ăn không bị mặn, ",1,8/26/2021 1:22
4796,7388,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,1,2/25/2021 9:36
4797,6698,"Nhựa quá tệ, bị giòn gãy đứt",5,8/7/2021 8:41
4798,9850,mua nhiều lần của các thương hiệu khác,3,10/2/2020 8:34
4801,8214,nhấc nồi nóng ko an toàn,4,4/30/2021 5:03
4802,8889,xài xong thích lắm. da mịn hơn hẳn.,2,7/14/2020 2:22
4803,9107,"Ăn khá ngon ,độ mặn vừa phải ",2,7/31/2020 5:40
4804,9314,Thà k gập còn hơn.,3,1/25/2020 22:51
4805,8304,nhấc nồi nóng ko an toàn,2,9/28/2021 19:32
4806,1639,Đắt chứ không giảm,4,3/22/2020 18:41
4807,6728,nói chung là ok,3,12/21/2020 4:21
4812,5561,sản phẩm k có tem hãng dán,2,7/14/2020 18:05
4813,3957,sử dụng thường xuyên có giảm mụn đầu đen,4,5/18/2020 19:38
4815,5568,"Ăn khá ngon ,độ mặn vừa phải ",2,5/27/2020 16:16
4816,8168,khung inox mỏng ko chở được hàng nặng,3,4/7/2020 5:47
4817,4372,"ko dùng nhấc bếp dc, trơn, ",4,4/7/2021 2:07
4818,9430,nhìn dễ thương,1,12/24/2020 9:23
4819,1988,Giao hàng nhanh,2,3/12/2021 20:04
4820,5644,nhìn dễ thương,2,1/25/2020 20:09
4821,34,"Chất vải may xấu, đường may thì cẩu thả.",5,6/3/2020 18:56
4822,7476,mình dùng bông lau hoặc lấy tay vỗ lên mặt,3,8/15/2021 21:47
4823,2301,"Nhựa quá tệ, bị giòn gãy đứt",5,12/12/2021 21:34
4824,4232,nói chung là ok,4,10/17/2021 19:31
4825,7797,xe bằng sắt để chịu lực tốt,5,11/7/2021 1:12
4826,3330,Đắt chứ không giảm,4,10/3/2021 14:58
4827,6885,xài xong thích lắm. da mịn hơn hẳn.,5,2/19/2021 11:13
4828,5370,xài rất đã mà ko bị kích ứng da,5,10/21/2021 13:14
4829,6071,"Chất vải may xấu, đường may thì cẩu thả.",1,10/28/2020 1:13
4830,3887,hết sẽ ủng hộ tiki nữa,1,6/17/2021 17:25
4831,7991,Giao hàng nhanh,1,1/30/2020 18:48
4832,8259,rẻ hơn mua ở cửa hàng điện máy,1,4/5/2020 7:45
4833,6972,xài rất đã mà ko bị kích ứng da,4,11/9/2020 14:30
4834,2458,mặt đáy và trục bánh,2,7/3/2021 11:05
4835,254,xài xong thích lắm. da mịn hơn hẳn.,3,9/5/2021 21:46
4836,3088,"Dùng ổn, k bị thấm nước",1,4/22/2021 23:59
4837,1082,rẻ hơn mua ở cửa hàng điện máy,5,5/22/2021 15:31
4838,3453,"Đóng gói chắc chắn, date xa",5,10/6/2020 22:03
4839,3687,sử dụng thường xuyên có giảm mụn đầu đen,2,8/12/2020 22:04
4840,1835,sản phẩm tuyệt vời.,1,3/30/2021 12:46
4841,9535,"chất liệu, sản phẩm như hình. được",1,4/7/2021 4:52
4842,7869,Tot và rẻ lam,2,11/24/2021 8:43
4843,1800,"giao hàng nhanh, bảo hành chính hãng",5,10/1/2021 21:06
4844,9820,mua nhiều lần của các thương hiệu khác,4,9/15/2021 1:01
4846,3624,"chất liệu, sản phẩm như hình. được",1,5/21/2021 21:16
4848,9892,"sẽ ủng hộ tiki nữa,san pham tot",2,6/14/2020 18:00
4849,8147,xe bằng sắt để chịu lực tốt,3,6/20/2020 13:43
4850,3704,mình dùng bông lau hoặc lấy tay vỗ lên mặt,3,1/7/2020 18:47
4851,2242,"Nhựa quá tệ, bị giòn gãy đứt",2,9/5/2021 18:32
4852,2476,khung inox mỏng ko chở được hàng nặng,3,3/22/2020 8:02
4853,2627,Bánh xe nhựa mỏng chứ ko phải cao su,1,6/3/2020 0:57
4854,9722,sử dụng thường xuyên có giảm mụn đầu đen,4,7/24/2020 4:56
4857,5989,Hình ảnh là 2 lúc nhận 1 hộp điều à.,3,11/29/2020 5:04
4859,5398,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,5,4/14/2020 22:43
4860,3431,dàn bằng nhôm không rỉ sét,3,12/8/2021 12:17
4861,1506,"giao hàng nhanh, bảo hành chính hãng",3,1/4/2020 16:28
4863,8183,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,2,9/4/2021 16:33
4864,8500,"ko dùng nhấc bếp dc, trơn, ",5,9/21/2021 5:21
4865,8356,sản phẩm k có tem hãng dán,3,5/29/2021 20:30
4866,4857,Bánh xe nhựa mỏng chứ ko phải cao su,3,11/10/2021 16:40
4867,1338,"Ăn khá ngon ,độ mặn vừa phải ",3,1/29/2021 2:36
4869,4149,"Dùng ổn, k bị thấm nước",3,5/1/2020 10:35
4870,3914,sản phẩm k có tem hãng dán,5,4/18/2021 1:18
4871,5326,rẻ hơn mua ở cửa hàng điện máy,2,6/14/2021 0:05
4872,3782,đóng gói kĩ,4,8/5/2020 6:02
4873,4375,dàn bằng nhôm không rỉ sét,4,6/2/2021 14:34
4874,2207,Thà k gập còn hơn.,2,5/19/2021 15:22
4875,6144,nhìn dễ thương,3,11/26/2020 17:00
4876,7129,nhấc nồi nóng ko an toàn,1,12/24/2020 12:18
4877,4506,dàn bằng nhôm không rỉ sét,1,7/21/2020 16:51
4878,2573,mua nhiều lần của các thương hiệu khác,4,11/14/2021 20:35
4879,3124,"Dùng ổn, k bị thấm nước",4,4/19/2021 4:10
4880,9321,mặt đáy và trục bánh,2,2/4/2021 9:21
4881,5926,hạt trung bình chứ ko to,2,12/29/2021 22:14
4883,7504,mua nhiều lần của các thương hiệu khác,2,6/17/2020 6:10
4884,8533,"chất liệu, sản phẩm như hình. được",1,1/7/2021 6:03
4885,2114,mua nhiều lần của các thương hiệu khác,3,12/23/2020 0:52
4887,2424,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,10/3/2021 20:47
4888,7921,nhấc nồi nóng ko an toàn,3,4/7/2020 7:10
4889,5606,"giao hàng nhanh, bảo hành chính hãng",4,10/3/2020 15:33
4891,7099,nói chung là ok,2,6/12/2020 3:58
4892,7416,đóng gói kĩ,1,11/26/2021 4:49
4893,9624,xe bằng sắt để chịu lực tốt,4,4/30/2021 22:08
4896,5456,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,5,11/3/2020 9:33
4897,9639,Bánh xe nhựa mỏng chứ ko phải cao su,1,3/2/2020 12:29
4898,8542,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",2,2/24/2021 9:48
4899,6215,"Đóng gói chắc chắn, date xa",4,1/27/2020 20:40
4900,8562,"Sản phẩm sử dụng tốt, mẫu mã đẹp",2,5/16/2021 18:24
4901,1627,"chất liệu, sản phẩm như hình. được",3,5/8/2020 22:35
4902,3862,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,8/1/2021 16:17
4903,3787,"ko dùng nhấc bếp dc, trơn, ",3,8/7/2020 3:44
4904,8717,"ko dùng nhấc bếp dc, trơn, ",5,6/12/2020 5:48
4906,7583,Giao hàng nhanh,1,12/22/2021 10:18
4907,7715,"ăn không bị mặn, ",5,12/9/2020 5:25
4908,6878,đóng gói kĩ,4,8/19/2020 2:56
4909,7010,ko đủ cách nhiệt,3,10/6/2020 5:41
4911,350,nhìn dễ thương,2,12/15/2021 16:00
4912,91,hạt trung bình chứ ko to,5,6/8/2020 1:18
4913,1102,Đắt chứ không giảm,3,6/27/2021 14:37
4914,2904,"Đóng gói chắc chắn, date xa",2,12/16/2021 0:08
4915,7968,"Ăn khá ngon ,độ mặn vừa phải ",4,10/31/2021 1:05
4916,4065,nhìn dễ thương,1,8/27/2020 9:48
4917,5065,"Nhựa quá tệ, bị giòn gãy đứt",4,6/13/2021 6:16
4918,6153,sản phẩm k có tem hãng dán,5,1/2/2021 23:26
4919,5267,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",1,10/23/2020 7:25
4920,2129,khung inox mỏng ko chở được hàng nặng,3,4/1/2020 0:34
4921,2728,Giao hàng nhanh,5,12/29/2020 14:52
4922,3192,dàn bằng nhôm không rỉ sét,2,4/2/2021 19:26
4923,1770,rẻ hơn mua ở cửa hàng điện máy,4,5/3/2020 9:05
4925,5752,nói chung là ok,5,6/14/2020 11:48
4926,2762,mua nhiều lần của các thương hiệu khác,3,8/6/2020 13:49
4927,2878,ko đủ cách nhiệt,4,2/23/2021 16:29
4928,3461,xe bằng sắt để chịu lực tốt,4,9/12/2020 12:38
4929,957,Đắt chứ không giảm,5,10/18/2020 13:08
4930,2550,mặt đáy và trục bánh,1,5/3/2020 21:22
4931,7790,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,2,10/16/2021 9:42
4932,9460,đóng gói kĩ,2,9/15/2020 22:34
4933,106,sản phẩm tuyệt vời.,2,10/27/2021 10:01
4934,2279,"chất liệu, sản phẩm như hình. được",3,10/14/2020 3:59
4935,134,chất kem mịn,1,11/1/2021 17:26
4936,8403,ko đủ cách nhiệt,2,6/30/2021 1:26
4937,1868,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,9/5/2021 8:21
4938,2911,xe bằng sắt để chịu lực tốt,3,3/29/2020 11:11
4939,4071,Giao hàng nhanh,5,1/27/2021 11:33
4942,8970,hạt trung bình chứ ko to,3,1/8/2021 19:40
4943,821,hết sẽ ủng hộ tiki nữa,3,2/25/2021 15:47
4944,5666,"Đóng gói chắc chắn, date xa",1,3/16/2021 2:43
4945,4473,"Dùng ổn, k bị thấm nước",1,10/20/2020 15:18
4946,2800,sử dụng thường xuyên có giảm mụn đầu đen,1,3/19/2020 21:38
4947,9427,sau khi sử dụng da có sáng hơn 1 tí,3,6/17/2021 0:32
4948,4745,"Nhựa quá tệ, bị giòn gãy đứt",5,8/4/2021 4:20
4949,3335,mặt đáy và trục bánh,3,5/4/2020 18:55
4950,3358,hạt trung bình chứ ko to,2,1/28/2020 1:37
4951,9619,ko đủ cách nhiệt,5,4/6/2020 16:57
4954,285,nhìn dễ thương,4,3/31/2021 2:38
4955,8941,"Ăn khá ngon ,độ mặn vừa phải ",1,12/25/2021 15:52
4956,6530,"Ăn khá ngon ,độ mặn vừa phải ",4,6/7/2020 12:07
4957,5997,Bánh xe nhựa mỏng chứ ko phải cao su,4,12/11/2020 22:33
4959,8381,mua nhiều lần của các thương hiệu khác,5,4/23/2020 23:59
4960,3184,xài rất đã mà ko bị kích ứng da,4,4/18/2020 12:34
4961,7789,Hình ảnh là 2 lúc nhận 1 hộp điều à.,5,6/21/2020 4:37
4962,1345,Đắt chứ không giảm,3,2/15/2021 19:41
4964,9279,"sẽ ủng hộ tiki nữa,san pham tot",5,10/28/2020 9:25
4965,1035,sản phẩm tuyệt vời.,1,3/2/2021 9:43
4966,2475,"Đóng gói chắc chắn, date xa",4,7/13/2021 1:57
4967,7145,"Chất vải may xấu, đường may thì cẩu thả.",4,4/7/2021 2:47
4969,5057,mặt đáy và trục bánh,1,7/8/2020 18:20
4971,4936,Thà k gập còn hơn.,3,1/18/2020 21:16
4972,1853,"Nhựa quá tệ, bị giòn gãy đứt",1,12/19/2020 22:27
4973,9302,cảm giác dưỡng ẩm da tốt,1,5/19/2020 17:43
4975,3779,Giao hàng nhanh,1,4/30/2020 9:24
4977,3323,Hình ảnh là 2 lúc nhận 1 hộp điều à.,2,2/4/2020 20:57
4978,8758,"sẽ ủng hộ tiki nữa,san pham tot",2,11/21/2020 0:56
4979,1030,sản phẩm k có tem hãng dán,2,7/3/2020 2:58
4980,7448,hết sẽ ủng hộ tiki nữa,5,7/31/2020 6:18
4981,1716,hạt trung bình chứ ko to,2,8/4/2020 13:30
4982,3465,chất kem mịn,3,3/10/2021 0:14
4983,1521,nhìn dễ thương,2,11/10/2021 11:22
4984,1021,sử dụng thường xuyên có giảm mụn đầu đen,5,3/18/2021 15:16
4985,4029,Bánh xe nhựa mỏng chứ ko phải cao su,3,5/5/2020 19:43
4986,2797,"ko dùng nhấc bếp dc, trơn, ",4,1/12/2021 7:33
4987,4412,"giao hàng nhanh, bảo hành chính hãng",1,5/27/2020 12:08
4989,4224,Bánh xe nhựa mỏng chứ ko phải cao su,1,10/21/2020 19:51
4990,1124,nói chung là ok,1,5/31/2021 15:48
4991,6415,đóng gói kĩ,2,6/29/2020 4:58
4992,4197,xài xong thích lắm. da mịn hơn hẳn.,2,8/14/2020 0:32
4993,8374,sản phẩm tuyệt vời.,1,6/28/2021 15:52
4994,8416,nói chung là ok,3,2/18/2021 11:14
4995,6422,nói chung là ok,5,9/6/2020 12:02
4996,7825,xài rất đã mà ko bị kích ứng da,4,12/7/2020 18:57
4999,3666,xài rất đã mà ko bị kích ứng da,1,11/24/2021 4:40
5000,5500,đóng gói kĩ,5,7/12/2021 1:41
5001,965,mình dùng bông lau hoặc lấy tay vỗ lên mặt,1,4/12/2020 22:00
5002,7742,"giao hàng nhanh, bảo hành chính hãng",2,4/18/2021 8:17
5003,843,nhìn dễ thương,4,2/4/2021 13:03
5004,5872,Thà k gập còn hơn.,5,8/24/2021 1:58
5006,2691,"Ăn khá ngon ,độ mặn vừa phải ",3,11/22/2020 2:16
5007,2930,rẻ hơn mua ở cửa hàng điện máy,1,4/16/2020 6:30
5009,1963,sản phẩm tuyệt vời.,1,10/27/2020 19:51
5010,8472,Thà k gập còn hơn.,1,2/25/2020 8:21
5011,7859,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,8/25/2021 17:26
5012,69,nhấc nồi nóng ko an toàn,5,11/3/2021 3:44
5013,8402,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,9/22/2021 20:59
5015,464,mặt đáy và trục bánh,1,9/24/2020 11:18
5016,9890,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",1,10/3/2020 2:18
5017,878,dàn bằng nhôm không rỉ sét,3,6/21/2020 7:46
5018,8315,ko đủ cách nhiệt,4,3/17/2021 16:10
5019,1760,hay bị lẫn và hạt hư.,3,4/4/2021 10:26
5021,1087,"Chất vải may xấu, đường may thì cẩu thả.",4,11/14/2021 12:45
5022,9022,chất kem mịn,1,9/6/2021 2:09
5023,7000,xài rất đã mà ko bị kích ứng da,3,1/31/2020 14:53
5024,6214,"chất liệu, sản phẩm như hình. được",2,10/20/2021 19:10
5025,8531,mua nhiều lần của các thương hiệu khác,5,8/4/2020 13:50
5026,1820,Tot và rẻ lam,3,8/18/2020 1:05
5027,7091,xe bằng sắt để chịu lực tốt,2,2/11/2021 15:04
5028,3997,"Ăn khá ngon ,độ mặn vừa phải ",3,8/13/2021 6:44
5029,5286,cảm giác dưỡng ẩm da tốt,5,9/17/2021 15:48
5030,1967,sản phẩm k có tem hãng dán,2,2/21/2021 16:08
5031,2405,hay bị lẫn và hạt hư.,4,11/22/2021 9:45
5032,6015,sản phẩm tuyệt vời.,3,12/31/2020 22:54
5033,8468,"Nhựa quá tệ, bị giòn gãy đứt",4,1/3/2021 16:28
5034,6946,cảm giác dưỡng ẩm da tốt,3,2/3/2020 22:27
5035,4455,"Dùng ổn, k bị thấm nước",1,5/7/2021 20:41
5036,5728,đóng gói kĩ,1,5/13/2020 6:21
5038,1099,đóng gói kĩ,2,12/23/2020 18:42
5039,4220,mình dùng bông lau hoặc lấy tay vỗ lên mặt,3,8/5/2021 5:13
5040,5317,hay bị lẫn và hạt hư.,2,9/23/2021 15:50
5041,4233,"Sản phẩm sử dụng tốt, mẫu mã đẹp",1,8/24/2020 11:07
5042,4764,"Sản phẩm sử dụng tốt, mẫu mã đẹp",1,3/24/2020 22:50
5043,700,nhìn dễ thương,5,1/25/2020 6:24
5045,5595,mặt đáy và trục bánh,4,8/9/2020 23:35
5046,7485,"ăn không bị mặn, ",4,11/1/2021 16:45
5047,9382,hay bị lẫn và hạt hư.,3,4/17/2021 0:38
5049,866,mình dùng bông lau hoặc lấy tay vỗ lên mặt,4,11/26/2020 9:33
5050,3374,sản phẩm k có tem hãng dán,2,4/13/2021 13:30
5051,8107,Hình ảnh là 2 lúc nhận 1 hộp điều à.,4,3/25/2020 1:19
5052,3021,Giao hàng nhanh,4,4/12/2020 12:19
5053,4463,chất kem mịn,2,6/18/2020 10:33
5054,4144,sản phẩm tuyệt vời.,2,5/4/2020 17:57
5055,3512,nhấc nồi nóng ko an toàn,5,3/3/2020 5:56
5056,8223,"ko dùng nhấc bếp dc, trơn, ",3,4/6/2020 13:54
5057,5718,sản phẩm tuyệt vời.,3,1/5/2021 6:01
5058,9504,chất kem mịn,5,5/18/2021 23:25
5059,2510,xe bằng sắt để chịu lực tốt,4,9/4/2020 21:58
5060,410,cảm giác dưỡng ẩm da tốt,3,12/5/2021 3:03
5061,6254,xài rất đã mà ko bị kích ứng da,4,7/23/2020 12:42
5062,7925,hết sẽ ủng hộ tiki nữa,5,2/6/2021 8:20
5063,9425,"Ăn khá ngon ,độ mặn vừa phải ",1,8/21/2021 3:08
5064,7714,Tot và rẻ lam,1,2/18/2021 22:18
5065,5384,mặt đáy và trục bánh,5,10/29/2021 6:01
5066,969,"Chất vải may xấu, đường may thì cẩu thả.",3,2/1/2021 16:56
5067,4588,sản phẩm tuyệt vời.,4,8/2/2021 6:16
5068,7279,dàn bằng nhôm không rỉ sét,4,5/16/2021 0:04
5070,1790,sử dụng thường xuyên có giảm mụn đầu đen,1,6/30/2021 17:04
5071,2199,Bánh xe nhựa mỏng chứ ko phải cao su,5,12/18/2021 17:17
5072,3858,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,7/7/2021 7:48
5073,6931,Đắt chứ không giảm,5,9/27/2020 22:38
5074,2479,"Mình mua xe bánh màu đỏ xài bền,xe kết cấu hợp lý",5,1/5/2020 13:18
5075,6305,sản phẩm tuyệt vời.,5,6/28/2020 9:01
5076,6217,mình dùng bông lau hoặc lấy tay vỗ lên mặt,5,5/30/2021 12:20
5077,1955,hay bị lẫn và hạt hư.,4,12/3/2021 5:18
5078,200,nhìn dễ thương,4,8/12/2021 2:58
5079,9006,khung inox mỏng ko chở được hàng nặng,5,12/20/2021 8:30
5080,1226,sản phẩm tuyệt vời.sản phẩm tuyệt vời.,4,1/26/2020 7:47
5081,4193,hay bị lẫn và hạt hư.,1,6/29/2021 7:06
