ID_PO,ID_SP,MABACKORDER,SOLUONG,DONGIA
4639,4652,209953310,1,1659000
4640,7833,409958333,10,1843000
4641,7278,682782722,7,1288000
4642,2375,627194464,9,2379000
4643,3971,27735131,9,978000
4644,9007,289519107,10,20000
4645,9958,676248188,1,971000
4646,9402,68527095,10,415000
4647,9215,672533591,4,228000
4648,28,245463757,5,32000
4649,602,122933977,1,606000
4650,5831,289344916,9,2838000
4651,7588,624218673,9,1598000
4652,8629,555402231,4,2639000
4653,4818,261774191,1,1825000
4654,8288,464982170,4,2298000
4655,4311,867939680,10,1318000
4656,7622,991426362,8,1632000
4657,9611,556241558,5,624000
4658,4660,198742908,8,1667000
4659,6180,131607900,6,190000
4660,6440,284511883,1,450000
4661,2502,430954324,2,2506000
4662,5823,463933001,5,2830000
4663,3942,190293826,5,949000
4664,511,947367357,2,515000
4665,3050,382469075,1,57000
4666,387,955422568,10,391000
4667,9005,308644020,9,18000
4668,1594,751101722,5,1598000
4669,3997,90675723,3,1004000
4670,1613,703211609,4,1617000
4671,7029,390750891,4,1039000
4672,1809,744882975,7,1813000
4673,2718,876906649,2,2722000
4674,3716,238959835,10,723000
4675,4237,599683525,6,1244000
4676,2196,727249290,9,2200000
4677,5470,244990474,3,2477000
4678,8520,593035268,2,2530000
4679,4715,745815158,6,1722000
4680,4858,896883627,2,1865000
4681,4757,302504743,5,1764000
4682,5044,83344146,7,2051000
4683,7236,298706441,5,1246000
4684,7468,227461197,3,1478000
4685,3000,230561563,10,7000
4686,7497,844854303,8,1507000
4687,8228,839666658,6,2238000
4688,6429,205881057,5,439000
4689,8419,208998809,8,2429000
4690,2708,599954635,6,2712000
4691,9530,89788405,1,543000
4692,7550,715057184,3,1560000
4693,3153,42651716,1,160000
4694,6473,134837445,6,483000
4695,4164,396203551,2,1171000
4696,7974,385485340,2,1984000
4697,251,484035266,3,255000
4698,2468,434649623,9,2472000
4699,8843,505251812,3,2853000
4700,4713,140770564,5,1720000
4701,7965,742591213,7,1975000
4702,6707,537041486,3,717000
4703,4486,189179821,3,1493000
4704,2598,852161342,8,2602000
4705,4079,670746335,2,1086000
4706,2954,144731044,8,2958000
4707,6328,43827771,10,338000
4708,4982,464740343,7,1989000
4709,9563,323750563,1,576000
4710,2865,524695262,7,2869000
4711,7321,870898059,10,1331000
4712,6678,906645645,4,688000
4713,5719,406675279,3,2726000
4714,519,282814280,8,523000
4715,6941,546605287,7,951000
4716,3507,195023149,3,514000
4717,5623,728331108,3,2630000
4718,6909,930638769,2,919000
4719,6641,597111183,3,651000
4720,8562,642980408,8,2572000
4721,1234,NULL      ,9,1238000
4722,2306,962179806,5,2310000
4723,8928,683095093,4,2938000
4724,4966,372238944,9,1973000
4725,9174,604469508,10,187000
4726,9740,481606202,5,753000
4727,8951,246051867,1,2961000
4728,7892,395173147,10,1902000
4729,9248,797255470,3,261000
4730,3724,212870088,3,731000
4731,6366,17838740,10,376000
4732,2816,69218111,8,2820000
4733,4543,661175692,1,1550000
4734,9629,740526555,6,642000
4735,1795,110010842,6,1799000
4736,7293,20450729,10,1303000
4737,4666,619024277,4,1673000
4738,7042,488402214,2,1052000
4739,1168,447685853,6,1172000
4740,7061,405134893,10,1071000
4741,3870,791256764,7,877000
4742,4763,177579992,9,1770000
4743,585,2252599,9,589000
4744,6466,139992862,7,476000
4745,7901,311629250,10,1911000
4746,6397,618093416,3,407000
4747,6149,725837767,4,159000
4748,9176,212156063,4,189000
4749,2763,121701595,8,2767000
4750,3524,794543640,8,531000
4751,1886,556220270,9,1890000
4752,5911,716650692,7,2918000
4753,9774,896870332,4,787000
4754,4634,396264933,2,1641000
4755,9069,129795318,1,82000
4756,9224,652744539,4,237000
4757,9279,830755036,3,292000
4758,4657,451566767,6,1664000
4759,1730,749426506,1,1734000
4760,1683,866585306,3,1687000
4761,7505,142839208,8,1515000
4762,1560,35133138,10,1564000
4763,1979,651438554,1,1983000
4764,6468,358057044,10,478000
4765,2214,343780137,6,2218000
4766,4188,376028357,7,1195000
4767,3339,397380834,9,346000
4768,2622,225253900,10,2626000
4769,8713,170968428,5,2723000
4770,8197,899422268,6,2207000
4771,8807,787013002,5,2817000
4772,8155,457128127,4,2165000
4773,1481,426543936,4,1485000
4774,6662,700851155,3,672000
4775,3570,33392701,7,577000
4776,7549,550111604,1,1559000
4777,5830,724524025,6,2837000
4778,9832,886532152,3,845000
4779,9012,806974164,10,25000
4780,2787,454090899,5,2791000
4781,893,14043003,9,897000
4782,5514,288324098,5,2521000
4783,4460,759962885,10,1467000
4784,8294,795224773,10,2304000
4785,7211,576015153,9,1221000
4786,3048,580764062,6,55000
4787,4995,589474559,1,2002000
4788,4879,932853103,3,1886000
4789,2187,85214103,3,2191000
4790,2750,110470617,10,2754000
4791,2042,794777270,1,2046000
4792,2167,677808776,5,2171000
4793,3674,286687183,4,681000
4794,8229,29193379,10,2239000
4795,949,312701021,4,953000
4796,3531,332773413,2,538000
4797,7354,292643351,1,1364000
4798,181,760798283,10,185000
4799,9777,483360224,1,790000
4800,5375,441726684,10,2382000
4801,2143,593692080,10,2147000
4802,7601,822770590,5,1611000
4803,2803,579366997,2,2807000
4804,5573,253425362,2,2580000
4805,3059,778246330,7,66000
4806,8273,626156987,6,2283000
4807,4908,260072601,9,1915000
4808,4039,904499523,4,1046000
4809,9412,339629354,5,425000
4810,9882,977135091,3,895000
4811,520,154620490,2,524000
4812,2299,186096764,4,2303000
4813,7301,198589339,9,1311000
4814,8180,23860039,1,2190000
4815,9833,224253093,3,846000
4816,6817,599754943,4,827000
4817,8430,79261803,3,2440000
4818,6646,931131125,10,656000
4819,9762,232731189,3,775000
4820,7884,649691828,7,1894000
4821,8712,982915537,10,2722000
4822,1841,972595567,3,1845000
4823,8614,176848908,6,2624000
4824,7541,660269364,7,1551000
4825,5168,535059496,9,2175000
4826,1923,165543697,10,1927000
4827,537,14184895,10,541000
4828,9081,78292938,10,94000
4829,3343,448915513,4,350000
4830,2285,747719486,3,2289000
4831,7355,470724176,10,1365000
4832,5866,38047382,8,2873000
4833,8396,367724347,7,2406000
4834,1663,851031278,5,1667000
4835,5899,409273695,3,2906000
4836,1389,NULL      ,9,1393000
4837,7348,869791307,7,1358000
4838,3679,613607055,3,686000
4839,307,424748670,9,311000
4840,4768,83687127,2,1775000
4841,2021,170833328,4,2025000
4842,7384,135363721,10,1394000
4843,7919,778267547,10,1929000
4844,6117,331981846,9,127000
4845,5434,541069930,6,2441000
4846,3049,21173581,1,56000
4847,3344,160585601,1,351000
4848,502,595346175,5,506000
4849,35,147003132,9,39000
4850,1156,385841073,1,1160000
4851,91,313386715,2,95000
4852,5802,959947643,3,2809000
4853,7381,353343264,8,1391000
4854,9451,392807933,6,464000
4855,183,641062997,5,187000
4856,8505,270504194,6,2515000
4857,9648,512366521,10,661000
4858,3164,112519819,9,171000
4859,8974,64357130,2,2984000
4860,4884,68803084,1,1891000
4861,8183,310435446,4,2193000
4862,2826,805543677,9,2830000
4863,615,969548627,8,619000
4864,2097,678254818,2,2101000
4865,9219,826155659,7,232000
4866,6079,917718787,4,89000
4867,8317,348598811,3,2327000
4868,946,28986924,5,950000
4869,561,134419409,9,565000
4870,6160,524640851,7,170000
4871,7420,10861958,10,1430000
4872,5403,98617193,8,2410000
4873,8877,787647014,6,2887000
4874,2003,859239948,9,2007000
4875,6591,535669045,1,601000
4876,4047,675838176,2,1054000
4877,8230,291067545,7,2240000
4878,9971,517819809,1,984000
4879,4703,893889683,2,1710000
4880,81,741391851,10,85000
4881,9195,945752521,4,208000
4882,7184,280433411,3,1194000
4883,4644,808765446,5,1651000
4884,1825,833139008,2,1829000
4885,4038,550076403,3,1045000
4886,614,695104190,8,618000
4887,4159,829032408,4,1166000
4888,5748,136796060,6,2755000
4889,3593,322292965,4,600000
4890,1257,157955109,7,1261000
4891,3831,619572362,2,838000
4892,271,145406244,10,275000
4893,268,572264593,9,272000
4894,1249,323188442,2,1253000
4895,1503,244016592,5,1507000
4896,9862,139682486,5,875000
4897,5745,849068496,4,2752000
4898,8722,702491938,1,2732000
4899,3081,779873364,2,88000
4900,7564,389815019,8,1574000
4901,6790,190088716,4,800000
4902,8205,848744701,3,2215000
4903,6538,764839274,1,548000
4904,5643,887311039,1,2650000
4905,1216,360716685,4,1220000
4906,911,809754804,10,915000
4907,7090,516058436,6,1100000
4908,3939,167529096,1,946000
4909,1694,111950597,4,1698000
4910,5850,834795,5,2857000
4911,7322,123330098,9,1332000
4912,890,400039842,10,894000
4913,8643,693087305,6,2653000
4914,764,149372725,10,768000
4915,4353,469409475,10,1360000
4916,8138,411538420,8,2148000
4917,595,304729440,1,599000
4918,9807,NULL      ,5,820000
4919,6479,220702545,7,489000
4920,7010,624727083,4,1020000
4921,6932,306954052,2,942000
4922,175,85570211,10,179000
4923,3347,776582759,4,354000
4924,3235,327159926,3,242000
4925,5329,442535849,1,2336000
4926,430,316176032,4,434000
4927,9809,621691134,6,822000
4928,838,530626905,3,842000
4929,7373,950505636,7,1383000
4930,8663,549527299,4,2673000
4931,9632,71148369,2,645000
4932,7794,523483362,2,1804000
4933,1264,937401173,3,1268000
4934,9712,672130546,4,725000
4935,1235,225357586,5,1239000
4936,3873,500197714,6,880000
4937,9821,477089764,9,834000
4938,8259,NULL      ,4,2269000
4939,7284,737139764,9,1294000
4940,7366,185582212,1,1376000
4941,3203,357100535,3,210000
4942,3365,381413549,5,372000
4943,3830,241541095,3,837000
4944,7160,343304367,5,1170000
4945,9261,910928280,1,274000
4946,6518,864445670,3,528000
4947,816,840901877,5,820000
4948,8485,869602480,9,2495000
4949,714,516414855,10,718000
4950,2733,778396263,7,2737000
4951,2693,841861880,2,2697000
4952,5310,604963957,8,2317000
4953,4706,598360700,8,1713000
4954,8068,475636656,8,2078000
4955,797,65840183,7,801000
4956,3441,998302010,6,448000
4957,1258,381582038,7,1262000
4958,1756,604072024,5,1760000
4959,9137,675700854,9,150000
4960,1066,27489106,5,1070000
4961,7773,594615565,7,1783000
4962,2181,23761763,2,2185000
4963,1523,55362976,9,1527000
4964,2221,162057980,4,2225000
4965,5589,124211494,9,2596000
4966,1983,171180401,4,1987000
4967,3881,107291374,5,888000
4968,9544,870850258,1,557000
4969,9983,627655633,10,996000
4970,1743,273392311,9,1747000
4971,719,368260693,5,723000
4972,3529,952993801,8,536000
4973,4371,885924225,8,1378000
4974,2679,938661326,3,2683000
4975,6276,242332512,8,286000
4976,4593,443122329,8,1600000
4977,1878,531102915,5,1882000
4978,3877,104130310,10,884000
4979,1768,659398467,5,1772000
4980,7018,188377768,7,1028000
4981,4672,244707363,5,1679000
4982,1999,870273913,10,2003000
4983,1600,985630115,7,1604000
4984,2195,628758373,4,2199000
4985,4412,367590852,6,1419000
4986,8321,939272066,7,2331000
4987,8326,45429666,7,2336000
4988,5977,NULL      ,2,2984000
4989,2449,724493781,8,2453000
4990,609,734695552,9,613000
4991,290,632212108,3,294000
4992,4051,728431706,8,1058000
4993,6609,141477517,1,619000
4994,1525,760126964,1,1529000
4995,1349,340548235,10,1353000
4996,3993,814035513,5,1000000
4997,8882,178009384,10,2892000
4998,8704,753560983,8,2714000
4999,3158,302158847,2,165000
5000,5145,206947773,3,2152000
5001,7875,143699275,4,1885000
5002,7498,795270726,9,1508000
5003,9255,52114819,3,268000
5004,981,282929527,4,985000
5005,2156,975752990,10,2160000
5006,8474,190413279,10,2484000
5007,2561,217347273,2,2565000
5008,9671,46162539,8,684000
5009,7620,419122932,8,1630000
5010,7590,808040335,2,1600000
5011,4626,756310689,5,1633000
5012,9461,934616249,9,474000
5013,2519,941625460,2,2523000
5014,7971,937430287,10,1981000
5015,1012,81421599,4,1016000
5016,7260,960329050,5,1270000
5017,566,170149750,6,570000
5018,5114,704278046,8,2121000
5019,5031,583733418,3,2038000
5020,7242,NULL      ,6,1252000
5021,7563,169182574,5,1573000
5022,3194,NULL      ,10,201000
5023,4292,854701429,4,1299000
5024,7886,767634310,9,1896000
5025,18,993095435,4,22000
5026,4279,110856062,4,1286000
5027,3911,323794271,4,918000
5028,2328,814410356,4,2332000
5029,5928,316370219,6,2935000
5030,894,1490499,9,898000
5031,5036,529668317,2,2043000
5032,6965,402640737,9,975000
5033,3069,889214450,2,76000
5034,5213,839585707,4,2220000
5035,3037,705916801,1,44000
5036,6705,568786346,5,715000
5037,5900,566496644,8,2907000
5038,3860,617618259,10,867000
5039,98,194634620,7,102000
5040,8858,803675310,10,2868000
5041,9185,496880469,1,198000
5042,7270,731268130,3,1280000
5043,7828,453681815,3,1838000
5044,9852,820972068,10,865000
5045,4462,735822842,9,1469000
5046,1610,265477447,9,1614000
5047,5516,260292546,1,2523000
5048,5543,273653130,6,2550000
5049,784,808694624,8,788000
5050,4584,292533728,7,1591000
5051,3532,209842955,9,539000
5052,3557,991515694,1,564000
5053,9627,676328811,2,640000
5054,3125,887608266,4,132000
5055,198,147384786,9,202000
5056,7094,381295227,7,1104000
5057,2052,721480069,7,2056000
5058,2794,772157784,3,2798000
5059,4992,NULL      ,2,1999000
5060,2568,114072776,6,2572000
5061,6001,699606391,3,11000
5062,17,134753980,7,21000
5063,9379,993890214,10,392000
5064,4898,980284213,9,1905000
5065,8551,150971478,2,2561000
5066,9791,258159827,10,804000
5067,4865,14508182,10,1872000
5068,1767,26736026,9,1771000
5069,4506,148292362,2,1513000
5070,3857,111731370,6,864000
5071,6436,825869364,4,446000
5072,6967,306534281,2,977000
5073,1944,710918624,6,1948000
5074,4163,468156928,10,1170000
5075,5016,423094425,3,2023000
5076,3263,117674964,8,270000
5077,9974,432670565,2,987000
5078,9355,449195516,4,368000
5079,4906,920812107,2,1913000
5080,7878,899061820,6,1888000
5081,1093,862102298,5,1097000
5082,3854,341745611,1,861000
5083,3740,142440849,9,747000
5084,2792,922561963,10,2796000
5085,9499,274428019,3,512000
5086,5381,504974743,5,2388000
5087,9814,797698611,10,827000
5088,3471,425636775,1,478000
5089,166,810417785,6,170000
5090,1086,71094431,7,1090000
5091,8083,713850071,8,2093000
5092,340,98261713,9,344000
5093,3969,356313747,6,976000
5094,5234,361340631,10,2241000
5095,5628,218096923,6,2635000
5096,9468,30138649,7,481000
5097,258,179174254,10,262000
5098,4733,314710524,5,1740000
5099,257,967272164,10,261000
5100,7470,991523661,1,1480000
5101,5936,411614589,8,2943000
5102,5601,760499423,2,2608000
5103,3089,441299072,7,96000
5104,2891,664614645,4,2895000
5105,7745,789902328,5,1755000
5106,7595,482826744,9,1605000
5107,8845,189561622,9,2855000
5108,281,139342894,2,285000
5109,933,811805947,4,937000
5110,837,684439372,7,841000
5111,6528,400532660,7,538000
5112,9470,100479971,9,483000
5113,5550,688201914,1,2557000
5114,1095,815977518,2,1099000
5115,916,141371917,9,920000
5116,3850,389132317,3,857000
5117,3834,542321384,8,841000
5118,3660,850138401,7,667000
5119,4954,258442594,6,1961000
5120,6496,297826667,2,506000
5121,845,352232872,9,849000
5122,5305,289867721,5,2312000
5123,9074,449174512,4,87000
5124,9673,936986186,10,686000
5125,112,29074014,10,116000
5126,1359,904348894,5,1363000
5127,9865,102361504,10,878000
5128,6153,408034920,2,163000
5129,4766,781211268,8,1773000
5130,1932,827138551,4,1936000
5131,5878,762833183,2,2885000
5132,4885,95137984,9,1892000
5133,4938,169864383,5,1945000
5134,4083,297112686,4,1090000
5135,1974,524584655,8,1978000
5136,8861,840927982,4,2871000
5137,3968,599316481,9,975000
5138,9588,236118942,7,601000
5139,3204,642669548,10,211000
5140,2253,608626708,7,2257000
5141,249,225467590,6,253000
5142,8233,147485951,4,2243000
5143,6511,313949860,3,521000
5144,7216,994510431,9,1226000
5145,2596,194249386,3,2600000
5146,7793,442973698,6,1803000
5147,2691,179968527,9,2695000
5148,3852,941215066,2,859000
5149,231,484727656,5,235000
5150,136,648142680,1,140000
5151,2895,316600872,9,2899000
5152,9810,492073615,9,823000
5153,8991,242790418,10,3001000
5154,9395,203567413,8,408000
5155,8016,199129890,9,2026000
5156,2177,657060072,4,2181000
5157,1645,865206731,4,1649000
5158,2797,772804404,8,2801000
5159,6018,722812417,9,28000
5160,4058,931937495,7,1065000
5161,5622,891930253,3,2629000
5162,7908,937998375,8,1918000
5163,6147,270284036,7,157000
5164,6804,56535931,7,814000
5165,3845,665658333,6,852000
5166,9363,196234044,7,376000
5167,1441,61046873,4,1445000
5168,9775,210958980,8,788000
5169,3879,741009949,10,886000
5170,1373,79055748,6,1377000
5171,633,735418990,8,637000
5172,7756,679256635,2,1766000
5173,3127,53376191,4,134000
5174,7324,539461969,1,1334000
5175,7149,666494196,8,1159000
5176,8848,306698644,9,2858000
5177,6912,NULL      ,1,922000
5178,4949,35862770,6,1956000
5179,6781,803082761,10,791000
5180,7779,91123023,7,1789000
5181,4433,644800118,2,1440000
5182,7389,794814928,10,1399000
5183,1452,660149915,4,1456000
5184,1101,818919547,8,1105000
5185,5585,53154874,1,2592000
5186,6947,439525380,1,957000
5187,4987,204558904,10,1994000
5188,3489,255381991,3,496000
5189,330,742384303,10,334000
5190,6771,105435813,10,781000
5191,4479,167198512,4,1486000
5192,2168,357434812,2,2172000
5193,8187,NULL      ,3,2197000
5194,6128,570832124,4,138000
5195,2714,490542750,1,2718000
5196,2978,485949358,3,2982000
5197,584,258057186,1,588000
5198,8222,915630152,7,2232000
5199,3935,236931884,6,942000
5200,8558,789878430,9,2568000
5201,3612,159879675,1,619000
5202,6863,513964284,2,873000
5203,678,27873604,8,682000
5204,7162,113918135,5,1172000
5205,8507,NULL      ,2,2517000
5206,3196,912913231,9,203000
5207,9179,819766033,8,192000
5208,861,205496775,1,865000
5209,4342,811676103,2,1349000
5210,8212,628359642,2,2222000
5211,1981,298915901,6,1985000
5212,3768,773827432,1,775000
5213,2575,272422426,3,2579000
5214,2638,760901721,8,2642000
5215,1171,124125948,6,1175000
5216,9591,753400125,10,604000
5217,804,393755951,5,808000
5218,6116,952782638,3,126000
5219,528,85282285,3,532000
5220,5707,739288878,5,2714000
5221,3427,778136935,4,434000
5222,8628,855366195,9,2638000
5223,7572,695712613,4,1582000
5224,4625,774617261,2,1632000
5225,3113,89196280,10,120000
5226,2286,29804833,6,2290000
5227,472,960332439,5,476000
5228,2360,476828806,8,2364000
5229,8880,22342887,6,2890000
5230,6629,192624734,8,639000
5231,3055,536666185,7,62000
5232,3435,707222417,2,442000
5233,3835,847739662,3,842000
5234,3407,535698170,8,414000
5235,1720,485243664,4,1724000
5236,293,896070002,3,297000
5237,8645,40169319,6,2655000
5238,3046,768310773,10,53000
5239,5753,869913875,6,2760000
5240,667,NULL      ,9,671000
5241,1130,83872896,3,1134000
5242,5777,751585799,9,2784000
5243,9518,638113371,9,531000
5244,348,50508736,9,352000
5245,1061,505863028,2,1065000
5246,9043,907176015,3,56000
5247,979,957269109,3,983000
5248,94,311176746,2,98000
5249,5768,236558611,6,2775000
5250,5929,169062396,2,2936000
5251,2900,523280051,3,2904000
5252,1710,159764240,9,1714000
5253,7783,874463865,7,1793000
5254,4359,35712141,5,1366000
5255,2059,268940523,9,2063000
5256,7918,9763169,2,1928000
5257,8666,881806051,8,2676000
5258,8373,74385656,9,2383000
5259,2910,990967612,9,2914000
5260,6037,808584900,3,47000
5261,5187,289736744,1,2194000
5262,1418,741625130,7,1422000
5263,6403,325301346,6,413000
5264,851,670842181,1,855000
5265,325,147719617,9,329000
5266,1064,190307050,1,1068000
5267,6095,336202951,8,105000
5268,6855,783799409,10,865000
5269,4782,585109739,8,1789000
5270,8191,259853295,8,2201000
5271,8039,308223743,2,2049000
5272,6702,854778352,1,712000
5273,2577,633591185,8,2581000
5274,3882,550457252,10,889000
5275,7568,374105972,7,1578000
5276,1583,694944003,1,1587000
5277,967,965129170,2,971000
5278,4686,249913026,3,1693000
5279,4096,445477037,4,1103000
5280,3465,142319276,6,472000
5281,973,869757311,5,977000
5282,5364,202533446,6,2371000
5283,1620,390925432,9,1624000
5284,1497,875189064,1,1501000
5285,1398,426958191,7,1402000
5286,4723,207604402,3,1730000
5287,4985,824719334,4,1992000
5288,1025,810013665,2,1029000
5289,5577,98716840,3,2584000
5290,4496,59492699,5,1503000
5291,2332,998698110,8,2336000
5292,8719,505616568,10,2729000
5293,8115,164036884,3,2125000
5294,4489,563573581,1,1496000
5295,5080,859407072,2,2087000
5296,2560,183590710,1,2564000
5297,164,869202056,10,168000
5298,6458,261633195,6,468000
5299,6014,41082058,6,24000
5300,8311,532756816,10,2321000
5301,2506,480519162,5,2510000
5302,5842,62975409,1,2849000
5303,9964,304599534,6,977000
5304,4011,639567600,6,1018000
5305,7603,245394228,9,1613000
5306,9915,851910940,7,928000
5307,829,29010111,3,833000
5308,5699,63565817,9,2706000
5309,7791,632751068,2,1801000
5310,1955,986497040,5,1959000
5311,7896,396527159,9,1906000
5312,2551,252442196,9,2555000
5313,6729,403518669,8,739000
5314,5491,951466917,10,2498000
5315,3104,293996538,4,111000
5316,5627,623593844,6,2634000
5317,2815,699935629,7,2819000
5318,1701,947284520,7,1705000
5319,6831,592677728,10,841000
5320,4913,637160348,3,1920000
5321,335,259834057,4,339000
5322,9917,515766301,9,930000
5323,1317,967663806,8,1321000
5324,6750,807009989,5,760000
5325,6012,623480081,1,22000
5326,7062,561676479,9,1072000
5327,4281,298558909,4,1288000
5328,8232,191006630,8,2242000
5329,9574,253778407,9,587000
5330,7187,873020873,3,1197000
5331,5119,332376215,9,2126000
5332,8566,320233900,4,2576000
5333,2670,254549511,4,2674000
5334,1358,62154166,8,1362000
5335,5674,348589918,10,2681000
5336,6175,512055405,4,185000
5337,5273,531738933,2,2280000
5338,1593,419563744,5,1597000
5339,3462,776386305,7,469000
5340,266,596645091,9,270000
5341,7709,509143360,5,1719000
5342,1588,216443162,4,1592000
5343,2864,828149871,4,2868000
5344,7478,848861908,1,1488000
5345,9189,NULL      ,4,202000
5346,8917,146412821,5,2927000
5347,8864,168498710,5,2874000
5348,3374,152339694,4,381000
5349,2482,356975618,7,2486000
5350,5984,132196052,10,2991000
5351,8102,959542238,8,2112000
5352,6380,34732240,8,390000
5353,4317,80488322,3,1324000
5354,3603,613780862,2,610000
5355,5158,537557730,10,2165000
5356,8934,548215491,4,2944000
5357,709,567501887,7,713000
5358,6432,190210342,3,442000
5359,4684,712705673,7,1691000
5360,6867,NULL      ,6,877000
5361,2511,331389382,8,2515000
5362,2078,125759589,6,2082000
5363,7267,790990553,1,1277000
5364,9696,929908046,6,709000
5365,5290,543829675,6,2297000
5366,3887,551974018,8,894000
5367,3058,92900161,7,65000
5368,990,697558044,3,994000
5369,8899,867782098,8,2909000
5370,5658,75371328,6,2665000
5371,2236,680593822,8,2240000
5372,853,760023574,7,857000
5373,9206,151440862,5,219000
5374,7054,28395736,6,1064000
5375,9390,240648083,8,403000
5376,9542,79347359,2,555000
5377,2944,426114440,6,2948000
5378,1527,462958157,4,1531000
5379,2400,457394105,8,2404000
5380,5989,891358534,8,2996000
5381,4023,389082617,5,1030000
5382,9823,584432704,8,836000
5383,2961,987921557,2,2965000
5384,4092,674335702,7,1099000
5385,6923,806264636,10,933000
5386,7425,873832027,9,1435000
5387,7879,228401774,9,1889000
5388,7681,935267773,8,1691000
5389,9988,39633456,5,1001000
5390,9904,847380748,8,917000
5391,4178,46429405,6,1185000
5392,392,269969253,6,396000
5393,4268,402009660,10,1275000
5394,5396,11362042,2,2403000
5395,6900,440414722,7,910000
5396,2753,576175408,6,2757000
5397,1065,399607546,4,1069000
5398,9770,334752838,8,783000
5399,3986,336058155,8,993000
5400,8626,99096084,3,2636000
5401,4345,673993808,8,1352000
5402,2880,174259919,10,2884000
5403,4586,925852736,4,1593000
5404,1487,379544432,8,1491000
5405,5355,221559213,5,2362000
5406,4071,253362854,3,1078000
5407,8094,213271075,10,2104000
5408,9362,296411407,10,375000
5409,1569,415377969,4,1573000
5410,6857,689299896,10,867000
5411,6005,681310899,2,15000
5412,8280,482300398,5,2290000
5413,7158,651888555,8,1168000
5414,3430,314749285,4,437000
5415,6073,898434380,10,83000
5416,7043,901067179,10,1053000
5417,9660,817310023,8,673000
5418,1286,586890260,5,1290000
5419,279,992458596,10,283000
5420,7637,633860260,6,1647000
5421,6891,310941747,3,901000
5422,1071,767074515,2,1075000
5423,4147,746508083,10,1154000
5424,7829,403371051,4,1839000
5425,2499,312681205,4,2503000
5426,2571,902293205,5,2575000
5427,5692,556258404,10,2699000
5428,2579,796919477,4,2583000
5429,6074,357988404,3,84000
5430,2117,615248409,7,2121000
5431,5966,623721706,10,2973000
5432,2641,483534236,2,2645000
5433,8953,245584896,10,2963000
5434,4429,770195437,9,1436000
5435,7304,927695897,2,1314000
5436,5996,350989676,4,6000
5437,3226,225855084,10,233000
5438,3766,511843947,6,773000
5439,943,818192401,2,947000
5440,3179,NULL      ,10,186000
5441,9331,889868433,7,344000
5442,5722,447653346,8,2729000
5443,2635,197465834,2,2639000
5444,7614,742756110,8,1624000
5445,160,163085551,5,164000
5446,2784,449522033,7,2788000
5447,9066,901946016,3,79000
5448,3576,351273194,8,583000
5449,5910,660194503,2,2917000
5450,3785,668607836,8,792000
5451,433,513644792,10,437000
5452,3702,48441914,1,709000
5453,6621,539067211,1,631000
5454,3816,673756493,3,823000
5455,1386,342188808,7,1390000
5456,9920,972122096,6,933000
5457,6796,365340931,6,806000
5458,676,45724820,5,680000
5459,3195,157366967,10,202000
5460,9364,61023530,6,377000
5461,9240,762756949,7,253000
5462,2077,359727343,7,2081000
5463,1300,531042596,1,1304000
5464,9447,238988490,9,460000
5465,3514,176662218,3,521000
5466,4381,767300959,6,1388000
5467,6847,548990313,3,857000
5468,7055,675662493,3,1065000
5469,9344,12173723,1,357000
5470,9830,655134036,5,843000
5471,2374,92738674,9,2378000
5472,2700,38061497,2,2704000
5473,9220,98853048,8,233000
5474,4981,439309217,9,1988000
5475,2243,501542030,2,2247000
5476,8500,936837464,7,2510000
5477,7645,444402228,9,1655000
5478,4955,239003549,9,1962000
5479,179,133077177,4,183000
5480,9435,250122341,9,448000
5481,9286,362388427,2,299000
5482,1002,659125249,2,1006000
5483,9950,745815636,4,963000
5484,4748,900821697,2,1755000
5485,5683,979936147,6,2690000
5486,3542,203983957,4,549000
5487,457,452669481,7,461000
5488,1643,770407880,7,1647000
5489,6568,614440848,5,578000
5490,9921,44490455,7,934000
5491,9965,710607993,3,978000
5492,1457,492973496,10,1461000
5493,970,204315004,9,974000
5494,9779,921371895,6,792000
5495,3459,68657124,3,466000
5496,3630,930569584,1,637000
5497,4428,135717690,8,1435000
5498,4217,552709043,5,1224000
5499,535,951053827,6,539000
5500,7821,884068975,9,1831000
5501,3213,145795307,6,220000
5502,1738,301235172,7,1742000
5503,9422,287865807,8,435000
5504,1648,556338229,3,1652000
5505,3148,77208216,10,155000
5506,406,12909696,5,410000
5507,4997,429676433,2,2004000
5508,4261,420964027,6,1268000
5509,5104,326224888,8,2111000
5510,4491,637254611,3,1498000
5511,4729,759542763,4,1736000
5512,121,636625339,2,125000
5513,9610,943201976,7,623000
5514,5610,643551939,9,2617000
5515,5211,777576874,8,2218000
5516,730,189038927,10,734000
5517,1345,324168084,7,1349000
5518,638,153752902,3,642000
5519,5177,714776084,3,2184000
5520,2389,714187058,3,2393000
5521,3792,636308015,9,799000
5522,9444,635838132,10,457000
5523,3077,109583396,9,84000
5524,1573,169350690,4,1577000
5525,4665,811905787,4,1672000
5526,5527,673687009,9,2534000
5527,1055,555506909,4,1059000
5528,4617,68911464,8,1624000
5529,2212,594980911,6,2216000
5530,9437,933549606,1,450000
5531,8108,269587022,7,2118000
5532,306,550526547,7,310000
5533,866,36498674,2,870000
5534,2216,777859731,4,2220000
5535,4538,690748980,5,1545000
5536,2720,571082750,10,2724000
5537,8540,895891099,3,2550000
5538,328,864400112,4,332000
