ID_SP,TEN_SPHAM,MOTACHITIET_SP,KHOILUONG,GIANIEMYET,GIAKHUYENMAI,THOIGIANKM,SOLUONGTONKHO,GHICHUSPHAM,HANSUDUNGSP,NOISX,PHITIKITHU,LOAICAUTRUCSP,ID_TH,ID_DMN
5536,E219ZBALKH6LTURQZYGFAXZIM24HF1JWNZIXRZ,M3PFJ25JKGHCDM6EEK4YJ6LLUUP15IHQX7NPCHF9L,15,2543000,2541000,5,4235,KZPM0B1245BYBTJ4X1LKL4JIQL,7/17/2021 7:48,Đức,60000,3,799,65
5537,YY0Q3F,COWL2TCM9WHJ4TFRPFSL5,20,2544000,2542000,6,4550,OYVO5Z,5/28/2021 20:02,Đài Loan,61000,3,1486,129
5538,5Y4H6QRT4LJF53SQWIAGV68TWR143WJ5S4RO,40GKTQ,3,2545000,2543000,2,3187,BIFHFA,10/24/2020 2:32,Đức,62000,3,2565,18
5539,S24G50CP4VNB38MW5PLE8FSVRFO,M37EX0AN55J7IA4IWXDTEOXAAQ0F6AY72AYP7DU2ALQAAENLDWM6R5WSIDE7WL,1,2546000,2544000,7,9550,K02K1I,11/8/2021 15:24,Việt Nam,63000,3,1269,111
5540,N6MPEZBPDTCBMXB4OOEQYG022U7RYWXZICGO5TI,Z6TLYR5L3EJEFE30RYDX,20,2547000,2545000,7,6478,HUMMILADTLEUBM60TJ8BGYI0L58I8J,12/21/2021 14:01,Hàn Quốc,64000,3,3891,91
5541,ZIFJ1QS094SDA75DGENT,DW79CTCT23WVDGD84C6GU8G83ZOS4JM2TIQABV9CLX150EDXJYNFYEL36I4L5XR48X9RDX7R43D9K4J,2,2548000,2546000,1,2574,OF8Y1MGHG7ID87YL1MUO3BVQ8H71IHX,9/16/2020 22:07,Hà Lan,65000,3,4565,67
5542,UZ0N5D,1WFU1C,2,2549000,2547000,7,5220,4P8A2MDDQ7MNMD0EQI41XVDH0VPGWSY9JK1IM520UEEPB6MJHP,7/4/2021 6:02,Hà Lan,66000,3,1515,46
5543,IS426E,SH1L67EFIW6T2L2O9B3BAXW9D79465DTJ13R86MI64P,14,2550000,2548000,6,9296,WPWRY3,2/10/2020 21:07,Trung Quốc,67000,3,1426,7
5544,69133S,5OTAH40C9WCDY3J1HFXXVVS9ZA9NI2OE2XBHDTUI34OH2CMCWS7NS36H563BM4GYDELBIY7FJ,6,2551000,2549000,3,4641,WGEMPJ,2/12/2021 14:54,Việt Nam,68000,3,1240,113
5545,80DVMQ,P3854J2BBN8E4BN9XOM9VC,11,2552000,2550000,2,9224,M5P529RU5DUHM9KR39E4VQXB31H0P8JXUHNM9,4/4/2020 15:45,Trung Quốc,69000,3,426,98
5546,UY4787,NWR3EP,8,2553000,2551000,7,7457,N3TZO46IAR3DKKK980WPRRRJIMSUC,11/2/2020 9:06,Singapore,70000,3,378,126
5547,MKPBJ7PC45O06HUCQN,I5WB5U,9,2554000,2552000,3,549,JUES50NA3WORNX,9/29/2020 13:25,Nhật Bản,71000,3,4431,61
5548,NOBJKE,U8Y826,3,2555000,2553000,6,9817,M1CSDDLG0IG8XO7K8DIQ77J5YBE3T6RERK9IJL,11/1/2020 21:07,Việt Nam,72000,3,4721,43
5549,A1WPWFVZ5HC6GBJV8I6HJ3,IPF71X,20,2556000,2554000,0,1735,PCYRYDPA9YBQ11LNLNPNEQUN6SUEMLOJSQ2EDPMLAQCM,7/24/2020 9:32,Đài Loan,73000,3,340,86
5550,IZWX2H,U9UDISV3XXMOD0IXJHTHUH80B6WPKBTTUY5C2MSXV8HPHHPFL6NBYS50,3,2557000,2555000,0,9674,9WQYQA,10/18/2021 5:44,Việt Nam,74000,3,1422,130
5551,FVGPK4N,NGOEHO109ZYDUTXIUEJX5P2YO6N7TTPSCQDPV4AEIB31SLBXQZ7II3,14,2558000,2556000,6,2432,MJDC86,1/20/2020 0:37,Hà Lan,75000,3,1312,5
5552,2IOND7,N2M6H5,13,2559000,2557000,5,6940,7ZI8Z6,6/9/2021 21:08,Trung Quốc,76000,3,76,86
5553,8HKD42,ECTGO84W0O2O7BNQT43RAPIJ2ZK3GT49R1NPQA6XQU,8,2560000,2558000,0,2431,LGX6RHL,5/16/2021 5:19,Việt Nam,77000,3,1476,98
5554,RB7MQ5M1MPNF,H2ZCBC,15,2561000,2559000,4,2064,S88KRS,11/19/2020 23:56,Nhật Bản,78000,3,77,128
5555,Q3WU5T40SFAN3NYXAFP6TCMRESJ4NL9BGE9BQQ8,BLH1L34CGB,14,2562000,2560000,4,2414,VLBY09Z2ZB8ARQAN43RJ2WJK6E8U3LRKKO,1/23/2021 13:51,Thái Lan,79000,3,1341,65
5556,71AWIT,V4KXQ8,1,2563000,2561000,3,9848,K1SUXJ78X3IM8UZ2CFMFC0MLK3M3VY1RJVLYR35,12/15/2021 2:54,Đức,80000,3,1346,93
5557,WA48G5R4WJWZRKUFZYCRCDXCPODXK6WXEG7S2BTLVAQ,OTJM5CZH6B40OCH,1,2564000,2562000,1,5083,MOD7GU,6/24/2020 4:13,Việt Nam,81000,3,455,44
5558,SH8PZ08OFXE99N,3V7QBF,18,2565000,2563000,1,2147,31L53A4OWU5J26NM1794CCGNQD0VZYDM5H50,10/4/2020 16:15,Đức,82000,3,1193,45
5559,7BLQOQ,OJ66GFTN6JCQN4QD5L349ACGFF03WV8XYHZFGDNMYFZJYBN,7,2566000,2564000,4,6354,AAHKNTHUY9ELK4S3JD6NU3,8/1/2021 1:44,Việt Nam,83000,3,556,12
5560,FDMLHNBD5U3LRH16RTN0YQYDPC0CZLB7NSP6T9EQ2WN7XDT5J,0UUZ2TMD47FGOHZWZFHOZA72N58DJ2Y05DURGB3VTQHPUOVOPQVVO46UA54MK5M,18,2567000,2565000,2,3831,MC06ENMBTYRITFMTH4TP9YXMLI,4/19/2021 10:44,Trung Quốc,84000,3,1411,51
5561,T9M0V9,W04F97KXL2VW3URIFWIU75V1TLQXMO91BET5GA,10,2568000,2566000,7,1430,WI2XS7,12/16/2020 0:38,Hàn Quốc,85000,3,3406,76
5562,UJF3YZ,BJSTTP,13,2569000,2567000,7,6818,Z62952JAJ8ED0AS9F1HG62RZE06LZNX4ZRWO8,6/4/2020 0:56,Trung Quốc,86000,3,42,52
5563,3Y631S,1ZLMAG,5,2570000,2568000,2,225,WARNK,11/8/2020 20:01,Trung Quốc,87000,3,2605,29
5564,ROGL3KMOHVO2GDPUDY,V3DDX8,19,2571000,2569000,0,6984,ZJI4NA,3/9/2020 12:29,Trung QUốc,88000,3,14,48
5565,2ZZQY4,DXX2CUMO4W9Y6774XIOB3IHLI6J74NI57MXKSXQS1Q2K7DJ4GWLZ066BHQ03NOE6GHCQCN0IHPIATZBI96JQK19VX,3,2572000,2570000,4,3739,37J3TH,1/7/2020 8:52,Trung QUốc,89000,3,1390,27
5566,TBS9MP4M,KMSZ9NW74HRSTVOCMP70HFD50BOYFPR60ARXKFQZQ9ZDFMP2RWU8PY7CKDF0MH3D2I25,4,2573000,2571000,0,3700,DH0CNG2Y22IIE9DWG5C22IF1BKKZGWAP,12/14/2021 1:41,Singapore,90000,3,265,68
5567,C1GJ8P,L4Y3C5,1,2574000,2572000,6,555,9PF391QQXXNOWOQ2CS6D4ECIKGPX7SVR5GPRVO46LT,2/15/2021 16:51,Trung QUốc,91000,3,1405,6
5568,CVPCOL,7IJR22,8,2575000,2573000,3,4588,TIHVV5,1/2/2021 14:22,Trung Quốc,92000,3,4534,82
5569,4O6AX2,3J17ZXRV8BTN3OSF6RQS2BBM2OR3WXGDRWPY0B65AYQYRJC3FDHXJIOSI1J632UZ9L6GS8TOPAAR4UOLUU6QXQZXDH7TWHTA2FC,7,2576000,2574000,0,9210,CUM4ND,6/1/2021 5:46,Việt Nam,93000,3,1145,6
5570,C3QGII,OU4A18,9,2577000,2575000,5,686,PMTKO3E,10/18/2021 20:33,Đài Loan,94000,3,4574,112
5571,LI8CTOYDJAHIIKZ23UG435IXL0SMQL4T9W2NNRK3D97SQC60R,L8TO39,17,2578000,2576000,0,7668,G5T0ZK,6/17/2020 6:46,Trung Quốc,95000,3,1388,15
5572,ZQGBUBH3EI586F7,Q3900D2JQG3H4JUBDXWYIR05MCXMCSTOI2YIECQKQ3D2YN618YZ7VU6PMODQYTN4I15AK3AC4RTOGNTZ3VG0CIF4Y44,20,2579000,2577000,2,3578,M7XQOR723DHF7S,2/7/2021 3:26,Hàn Quốc,96000,3,4831,51
5573,HU3H7W,RI69YX,10,2580000,2578000,6,8815,VPD5YT8WHU2M2SUUPYSSA6HP6O4EAKJKD8YDWGR5VBEJDIV,3/9/2020 14:33,Thái Lan,97000,3,1300,114
5574,ME0HA7,J169BR,9,2581000,2579000,1,4712,NBQTFM,12/18/2021 22:34,Singapore,98000,3,1541,67
5575,X8IP4A,RBGK9PMW489M3HBVI8EWRA2RL4P00GFGKLUH6DRN6ZI,6,2582000,2580000,3,8997,TASS6S,6/10/2021 0:50,Trung Quốc,99000,3,1505,80
5576,LLP4IA,OS6JIW4R2WUECXMCPCQ91LSI431H5E0VCG23FY3DGIXQAOZIPC3LX45QVHO7UK9N,3,2583000,2581000,1,1369,X1NZ1GMWQVR2Q4M6NU6EDJJ7CDB0AX8DMQ8S88JH1QH8,4/20/2020 6:44,Thái Lan,100000,3,1138,48
5577,JLSXV3K6BBABBU4HHS9FIJ1FW7RTTKNPIHP0IGUY,M1REDQUQ9YLNB2SG57EQ7C,12,2584000,2582000,5,6791,ZCIVUY,6/17/2021 19:17,Trung Quốc,101000,3,2534,117
5578,4HL8DL,7NYTRDJZO,10,2585000,2583000,5,3884,6C2PFZV5LA4H2A55IQG2XKD3UWJF4NPXU5BA3FLAN6AQDYUG4,9/14/2021 17:59,Việt Nam,102000,3,104,124
5579,Q4ID56,MEYZXVEPXKJQ9OBXHIJ0M7HL3B766WLEOMAI0XFVRNRL3BSP34TEJW0,10,2586000,2584000,0,9205,90RYFIGVSR966721H,4/10/2021 19:55,Đức,103000,3,397,56
5580,T6YDH4,P4PLDG,13,2587000,2585000,5,3685,5OFH0CVYWNUZLH6ZOL3EC74OS2BBU6FZFQXCIO6FIYDXT3MW,7/3/2021 4:44,Đức,104000,3,1213,28
5581,3TWLW9SLCUZD7ID2VIR2YM98YT,UFKRSU,8,2588000,2586000,3,8282,VJUKE6SMI32AJ96ULGIRWYQK0QRASJ5IS88P,2/10/2021 17:57,Việt Nam,105000,3,4602,98
5582,BXKBX0QWEQRVKZKBR,PXI69Q4X0QW2VTHJ5WL596OD51J84G1EM9LPGR6CTMR47R1C7QS66NVANYXF2XKSV3TX6O9X2SS4HBB2HM6P9IIL3E1M,17,2589000,2587000,1,7272,2V3NEH,5/14/2021 17:21,Thái Lan,106000,3,1331,26
5583,P3X99R,AQBAIM,15,2590000,2588000,1,3586,PR0VD4,5/1/2021 9:10,Trung QUốc,107000,3,3856,55
5584,0PD78J05KSF7SM50IN1IK6GU63Z17WX99BBI57,HEIQHFCFSNNPPNIQYARL33Y2Q3,19,2591000,2589000,4,5251,5FB2XOHMQME2TTUQP,9/3/2020 8:56,Singapore,108000,3,4616,40
5585,J7RHIF83,0CSONCPH0VGB5UBCCKEIL0H81CSUG26FCF88EHJYKA5SNY293F4EDQ98K766B9R6N3973FRGZ9OAR3HZ,17,2592000,2590000,2,779,N2PC50,5/30/2021 23:45,Trung Quốc,109000,3,969,41
5586,MGIQS0,UT536S,14,2593000,2591000,5,7465,U2C1889NZ7UQBBZW2IG,7/17/2021 7:30,Trung Quốc,110000,3,701,93
5587,GH1I3Q,QBKU9R,11,2594000,2592000,2,2656,UR682VTUZKFOW3LR,4/13/2020 9:03,Trung Quốc,111000,3,1111,41
5588,VTDWNO,40IDBGJUTDZBWBVVCMJ89F7S1O,5,2595000,2593000,4,2742,H38W2I,8/2/2021 22:15,Trung Quốc,112000,3,1230,91
5589,IEVXYQ6M43FD1H080SVCIR09QEQ658F7MXC7YG3EY4,IQP1Y9,19,2596000,2594000,1,8583,PGFP4I,8/24/2020 13:19,Nhật Bản,113000,3,1004,61
5590,XURT9JCU6MPYU2ZG0ZN74IR85H46JER0SV1W,S2Q7MRNC8ZQ26EHHRIY8VGS837XEY2AA2IDPUN9859USHPZRDS972WH6RV3X48ZM,12,2597000,2595000,1,735,7I4IJOK1661WUHBKHAQNE127XJXO9JS3NIZK7W9KE6,8/22/2021 1:56,Hàn Quốc,114000,3,1232,80
5591,19PDEV3S3NV5K21XILUZLII,OV9GQGAGS007FPJPVDQZ7EF0W493H5UEWE11MH5M4ADK50AMKJLKVHNPWVXV3FQ6L68CAMW7O7,14,2598000,2596000,4,9153,NKK4FK,1/23/2021 3:34,Trung QUốc,115000,3,1406,21
5592,YG9QX4,5UE1ZVTZ34EGW85Z0GBE92KLP6KRP0Y1IS0AOHLJ8FTN4D9QARZI87I642JKF1EWRJT5YG0LURZY0,2,2599000,2597000,5,2403,C7SMOU9UZISC7XM,8/24/2020 3:47,Việt Nam,116000,3,4153,85
5593,3O3JNH,3NJFO0,17,2600000,2598000,5,6834,BSL6QYMOD2L06TEXD,3/26/2021 0:48,Việt Nam,117000,3,1567,6
5594,OCEREM,7WMGNJ,4,2601000,2599000,5,5719,YF2IINLPWMPU,7/22/2020 4:39,Trung Quốc,118000,3,638,60
5595,LSJJYK,59NVKM29XAZWHXG92ADC9DJUVMUGEARH6IFTYPFX17LD,11,2602000,2600000,0,5049,31VZ3A,1/5/2021 13:23,Nhật Bản,119000,3,313,16
5596,3CFQ2NY6HWD19TFILQM8WML8CVGTIIJ4LMMCAOONISEVGK7,N51S6AAGY6XQ17XLFU4KQ5O5JR,9,2603000,2601000,2,5757,TP8U1J,4/14/2020 21:10,Hà Lan,120000,3,1465,15
5597,ZO2Z0R,7YPCZT,17,2604000,2602000,4,4995,018ATBNOHEMB54LCUS2VIO1Q48,8/25/2020 10:01,Singapore,121000,3,484,17
5598,66UBZU3OIV984360QCTYTG93FMKQ0SH00OPQE4E0W79BHCXKO,YMY6AVNXNVQCLDAX3RBLMCMTA6J4UCFXA9KAS,16,2605000,2603000,6,2313,JSP3MANM13,12/4/2021 8:38,Đài Loan,122000,3,4116,90
5599,R6LW47,6JWPWG7H22BXXFANE1P91Z8Q,4,2606000,2604000,6,903,SHCRO5746QJ9QX8AH18,2/6/2021 6:01,Trung Quốc,123000,3,756,86
5600,E5C9K31TA5R00E26MNUHZ3,JA54XC,7,2607000,2605000,2,5525,Q8T4HVLU835SCC2M8R4DIM0JF59C2F940Q2BIKCK,4/22/2020 14:04,Đức,124000,3,867,31
5601,IY8OZQF95BKDRGBRKJAQ9EIQZKXRL43B0W9,79OAF355G3GWVVG8SO31OJVI7LXPKH3QZQD8DVV5UH7LNPSD1SI51T9LH25A8ZNPUPSSA,8,2608000,2606000,0,6903,7323F1,9/17/2021 16:15,Đức,125000,3,4921,120
5602,6PEX0RFIP7E0OY9N7GS4MRS8L8C,Z7ETV3NVD6LVVNULPR7QRZ3DO3LO9FRTMO7H5TTN2U,1,2609000,2607000,7,5962,LQ7ILE,9/27/2021 23:04,Trung Quốc,126000,3,255,109
5603,3RA5FGEI9FUYBEB98NQW1S1ZXJD33RYBTYJKW,Q5V3BKP4PPYQOCHKNMGJO6QYVJCKZBW8VI37ZDBOBIHZY3348AJBLO5UDUHN91N6PXTRGU0OG749,16,2610000,2608000,5,607,SAOF94,6/3/2021 15:21,Nhật Bản,127000,3,1127,38
5604,2YVVSH748YAV9DDQVWWWDU5TNZ2FC6MODB0F,63AB6J,11,2611000,2609000,3,1050,HBM0J3QYR5KIBF14QS5QIVM6DC9YE5,10/6/2020 13:00,Nhật Bản,128000,3,1432,104
5605,C1UFLW,6SFRPK,6,2612000,2610000,7,2006,ZPZZ4Z,5/2/2021 22:58,Việt Nam,129000,3,85,116
5606,GZ39PH,MI4BLV,15,2613000,2611000,4,8854,DI2BPN,12/12/2020 21:11,Trung Quốc,130000,3,4713,85
5607,6GUQW9XXA65,W2FMY5,4,2614000,2612000,7,8125,JEY6TTEG9J7CK6NBSLF1R3SW9CLYOSW1V5CUMKDHL,4/2/2021 6:35,Trung Quốc,131000,3,4829,103
5608,1B1F6K7ZGOP9JWZUXK0G35MHZKN6OQI54L32J0F,EC3IPT,19,2615000,2613000,6,7720,1QUCN1X4674R,5/29/2021 6:45,Hàn Quốc,132000,3,1264,31
5609,O4WH5L,41TCF3XB2F5B8Y2NA6DPH093B42GZ7KAVSWX31YFMBVPXE7D1RQNLB80YWEDIJNY53GHUNCTM,10,2616000,2614000,0,3068,8GX9PUWAWP25Y125XO2F5FDG3CAJX8IJD,6/12/2021 23:06,Trung Quốc,133000,3,310,49
5610,KCT8TL,G0VUJFW3PQ6K64UY2WD42FTKLX5H8VNGCMUNPBWTACAZJXZ5BSPXGTXBOK6F87GZQQH595SWCG6QL,12,2617000,2615000,3,1045,UEBRAJ,10/5/2020 7:06,Nhật Bản,134000,3,1134,17
5611,5APYOKW8K0QXB6PLB1CA2FOSFQZJSAHZ61CRKHVMJFPLATT2CU,NYRHMS,9,2618000,2616000,6,3057,G8GWPMGQKCIWT,6/29/2020 7:36,Trung Quốc,135000,3,3922,106
5612,EVY6NCS36RIOCMGGSYAL6BUDXBOQ2Y9ZNQ2CBLZ6C91LE7,G5PU2T6QYMHXHGPLDS1E2XA19TLF4KQOEJ0GLPW2YF1SQMXY3QYVXTPGA432LQT,12,2619000,2617000,3,1199,LB6MMY616GRLI3EK55KZLXFQ9F74V7WGRJ2XRFMH7,10/10/2020 10:15,Nhật Bản,136000,3,1216,50
5613,ZCV9IA,YPD15EZ3YBNY75CHG5Z1UH1V86GY1Q3H9ST,8,2620000,2618000,0,2943,6W280KEN6Q8GI5KLUC0U4M9SPP6XM4WBSI,6/26/2021 20:20,Trung Quốc,137000,3,1297,120
5614,6IWS87,V9XUKTP3W9K8LU7M8K1HXWZNRL80YRO4AP1MVLNERZYVZHRC14CAEKTXVTG78G2U4JQC78QLVF2RV3ZV5YM,15,2621000,2619000,7,2669,OKKFRYEPLOSB0O4KCOE40WOAUU3DYQLQZRGQDY6,1/29/2020 20:59,Hà Lan,138000,3,1194,115
5615,S2JW6G,ZH14S1,10,2622000,2620000,6,5550,YQJLEJP229DZEBHZR3OJFVR5WOX7GJHGG4YBXC52J,3/8/2020 16:47,Việt Nam,139000,3,1214,84
5616,Y2O6M3,OOSRJSU6O94MIVZ4O96BGNR7YT2ZORO5AWTAZJ6M1ZEBK4R34,14,2623000,2621000,5,4159,C5SHP4YLOQGMG767O7VIKN09M45R336N2J0LAVTQX2ZAG,8/4/2021 7:18,Đức,140000,3,614,50
5617,VVB21WHVSFY9AQGFQID04XEK3Z4WFX1UTDUPQCWY2,ZQYH8ENKBIRQ2HJPKO,18,2624000,2622000,5,3232,CTEYTW,2/3/2021 15:47,Thái Lan,141000,3,4522,128
5618,F2LJ30,BFZGRV,7,2625000,2623000,5,4975,QVIRGS,3/7/2020 11:04,Việt Nam,142000,3,1289,119
5619,CK1LMR,B701HJRU0LG9N2VCH2EOY7SCG2BOG5B0GGVHFSQXW4BZ26U7TMPZDMX7OFT8GOZBKIGIAOY72SBWFHSAARCFGJG6U6QP,2,2626000,2624000,5,6205,G694TIKQTA8KO6J1KTWGJOA2RCEIQMM4T8KXXR2V851BAS10,10/10/2020 12:44,Singapore,143000,3,352,8
5620,GSTHPE,E23GDA,9,2627000,2625000,6,6274,UHXSK4,6/23/2020 1:22,Nhật Bản,144000,3,462,64
5621,QXQLMN1O3XP71,V3S2B2,13,2628000,2626000,5,1045,V1531065I4RZO9KC6ETWJ12ZJNA1TILHBJB9E,9/1/2021 16:38,Thái Lan,145000,3,625,27
5622,J5NJKE45I6ZBEXG,IB048U1EIJG1RDKSSIB41SKRC1NGSXNLJLC4USXVMTILGL42GSCOG02VFUW5PO815WNVG0K575JZ21BO,17,2629000,2627000,2,7813,R9YHEJ,7/16/2021 18:36,Singapore,146000,3,4951,46
5623,HHGO7RAJEEQM3HEGV5PTVD98YS0W1KPWW9GOTX436JIEG6E,KO84T9OH0R17N4H1K5SRR4ZFZKJX6AXKEQMZMS6JULKT9RN2M8QTQ007NUWZSI2LKBZB749AZJRG77XEK,9,2630000,2628000,2,6005,MV9Z9TAMOXOILTZX8EBQJQ5QCEP9SR,5/11/2020 1:02,Đức,147000,3,974,21
5624,5UQEKDV7LI1L105D1G5C4ITZD51QADN,77X7UL,16,2631000,2629000,6,8476,ICHV9Y,10/11/2021 3:50,Việt Nam,148000,3,516,56
5625,RPIVZS,NTFZB5DL4X6G42SNJG26LDG26JDUAG2TP6B02NKUIF8XT1K9IXSJRBRYUHMVZW0DUZHC40O4QK,15,2632000,2630000,0,1534,CHXIOCIE8,9/25/2020 16:58,Đức,149000,3,1540,91
5626,SR11D7DP24L0FUQ,IXSDR9HV48J3V5KY5U48Q0J31B4SSMQMON2XCDDULLIKQABVCT0MMWQKU5Q543HMSAD61WS6GQ5GLE8RG9V99J17SF7RQ,16,2633000,2631000,2,5265,9N355S,10/25/2021 2:59,Trung Quốc,150000,3,1594,60
5627,JOQL9LH0D64M52NJUR905WGGYX7LPH3PL75ZNYDN34,B04ZBEMCIUU6XQYXINX2GE2GC03NPDCQETDGZLOQGCKX7OD6XEZ40A9PH3KZ42P2R1VBWWCHYPTGXZW,4,2634000,2632000,4,6745,2KDDZTMXDAMGGWM38IM,11/15/2021 2:39,Nhật Bản,151000,3,1558,45
5628,IX1PG4,68WNWLMQ7OA700N,6,2635000,2633000,0,3097,PZOG4R,8/19/2021 9:54,Nhật Bản,152000,3,1206,54
5629,UTAXKSJERAUFMGZYZN0APOCBZF5VN,FMLV64GGIEGSGWDCF0ONP0UJNPNR1RMJ5U3EXV4ME0ARA7QJVW68PVKGQQS,19,2636000,2634000,1,9663,7DQX8UBZLQZTK57793D9WS94W835,12/13/2020 9:11,Singapore,153000,3,1379,52
5630,Q2LWXM,CKWBQB,17,2637000,2635000,1,3241,5VPAANSQOQP,2/25/2021 3:39,Hàn Quốc,154000,3,1402,65
5631,S69TKR3D9JNTWFWPW1ZFLYMOUCSBIV1BCWA,QJJF8C,6,2638000,2636000,4,6374,39S1JN,8/26/2021 20:44,Việt Nam,155000,3,263,31
5632,8ZJS21SPX2U6K17UE08OLXDS,G8KHBMWA72CW36VU39O5Z5T07JKRNIF9SYLNOGWEFMI94A66PEQOTIX2W9X70CXPCH79CK8UYHOX7Q94RK3K7RQ0884U73X7,17,2639000,2637000,6,4479,KGH3BZ,7/15/2021 10:39,Hà Lan,156000,3,1565,27
5633,FT9OVLB05KTB5IV8CSQ0P79RLVV8OMY8OJS9PA8ALEFJ8SXRX,Z9VIPGX,6,2640000,2638000,6,2982,L1H1PZCZBLO4LUYQF7676UFI5M0I,8/8/2020 11:57,Trung QUốc,157000,3,4934,38
5634,RPB9KM,4SF1O4,3,2641000,2639000,6,3680,QH9PXD,12/19/2020 5:50,Nhật Bản,158000,3,1436,25
5635,CPXHC5NLPJ1FCE5COHBBMFVLWY3,CYLIZ8,5,2642000,2640000,4,6783,TLE80TU5CAC3J5UXSVHYPAC7HOHMU,10/16/2021 12:29,Nhật Bản,159000,3,1603,38
5636,6FMHWYN0N0R9YKEHDDHZVOAY79B,SFC5AP,7,2643000,2641000,4,2320,J2P8BY5Y,5/16/2021 18:54,Hà Lan,160000,3,1613,120
5637,VUSC1G,LV6E1D2F9LNBS7JD6MC5D5JHMZXG6P5GFIUOTPSU9YGFN04HEIKY4Z4GK04T8CDQ1BCXPYVLMKI6FA,2,2644000,2642000,4,6665,00NAXDBBUSALXARQ6K5M0NCHC7LS352103P,12/12/2021 2:00,Trung Quốc,161000,3,4953,119
5638,T89ZQH,US2GEO,4,2645000,2643000,5,2537,08DR6M,7/25/2020 20:10,Trung QUốc,162000,3,1033,81
5639,6QLUFRUQGG237HGBS,PD2C8Z,13,2646000,2644000,5,3245,SKUQF0E13UMUJB1762KL4TC,5/4/2021 9:59,Đài Loan,163000,3,1391,55
5640,DDYQZL,M1RE3W5YAEFDFQR3A1FMCQX9F5TC79I35QGFBWC7AXGS3,3,2647000,2645000,5,1925,8EDZ8P,6/18/2020 2:34,Trung Quốc,164000,3,3010,86
5641,MBN6GU,UI6LEWSQSA6LPBV0ZOCOLQSLJIOKCEN51OQGD88W8VRMV1K7JHH6YYUYVCCJMX,11,2648000,2646000,6,9341,3MEW0P,4/16/2020 0:55,Singapore,165000,3,411,121
5642,UI1UIQYV0Q8I5YKVA0OAYHB1NQSGW,JVBSCIESRDTXBQQB45BM9VR1Z63PBNY96,13,2649000,2647000,4,4936,KKD9RHGZZP9C89O4GF8FBB,11/16/2020 2:18,Hà Lan,166000,3,913,11
5643,I8FSW5,KWJE1K,16,2650000,2648000,3,9675,65WS8Z1,2/20/2020 23:08,Việt Nam,167000,3,4786,42
5644,BV8AUL,ITDP2W,8,2651000,2649000,5,7538,BBG0IT,11/20/2021 6:13,Nhật Bản,168000,3,264,45
5645,2QB1FT,JRDY5G,4,2652000,2650000,2,7678,ALIST3,2/22/2021 18:20,Trung Quốc,169000,3,1168,105
5646,7FWIC9,P1AEP8,2,2653000,2651000,0,7954,EM515D,4/14/2020 17:19,Trung QUốc,170000,3,450,101
5647,TSGTCG3HUQIHVMMMAVN14SKXPBZGZ1JTWKQX8PRCWGPB,K6XGG4,14,2654000,2652000,5,9460,8IH9JYC59KLICSTYYNUSW2HC41LV,2/28/2021 7:28,Việt Nam,171000,3,203,96
5648,B6SVCCN4FU2BYQ4KG74JN753B1Z37JW7UNRJBI,8VD2PSGI74X04XPSCPNES7PWZRT8A6Y9WW21WDIMVGA7O,2,2655000,2653000,6,4165,KAMVN1R68N43,2/25/2021 3:48,Thái Lan,172000,3,3021,22
5649,8XL5UV,CL9N3G,14,2656000,2654000,7,169,LJ0SVY4A97JP8GKQ6JTYPE,5/15/2020 11:52,Singapore,173000,3,489,107
5650,5987UI,39JNXHQV2YCHNVGAAG9DQQRQTU5JU9ZKQUUH7W93BRNN8OC1R6JFP,17,2657000,2655000,2,890,C275AD,6/4/2021 6:05,Trung Quốc,174000,3,1093,96
5651,LTZUX1,7MXUAE7WL1XMQ7F7GFYQ7241FMJI6NEZMLNR2BLV09BI6IA00YX7JGLUE05VA76XJ4508F5EMH7X9QYOD2,12,2658000,2656000,4,2525,NXI7B,3/12/2021 5:24,Singapore,175000,3,3770,18
5652,D99WHGGJCOOHD0FKRQVHL15RR00T5XI43KP,2DHM3F,11,2659000,2657000,7,20,FP2IPS3HSC570L51AZWLRAQZP2,6/19/2020 22:57,Đài Loan,176000,3,1444,29
5653,ZW3CNH,Z0P4RF,14,2660000,2658000,1,6108,5QCIQV40XHACKQJWVOPTLA9AGAA2EX6IME1J8U6H6NAL4QL,2/23/2021 19:54,Nhật Bản,177000,3,4113,83
5654,SH4MG7,TRDWV0BJHI5A65SCXP1FKI6C9Q4615B4IOUULTJ3GFYLH9FKKPQKP36OMYQF4RZF4NJMCYTO460,16,2661000,2659000,0,4629,0QT3IB,8/16/2020 4:38,Trung Quốc,178000,3,1081,23
5655,82KC9HWF1ETEQMP838FLZ2CB8LUAMABQVG8R2WXPV,R2SC4O,15,2662000,2660000,4,4481,GULXTO,8/21/2020 21:27,Singapore,179000,3,1551,5
5656,8TG8RNSGOHVAYQUXEHVD4U13GZ8X3YRWGP4ZHIEH,1ESAUP,12,2663000,2661000,6,9090,O344MD,3/3/2020 21:39,Thái Lan,180000,3,1329,75
5657,2VZ7IFP7U5MDMBNX2HA8BJD207B,KKK80N,13,2664000,2662000,5,9957,Q1XKD,5/19/2021 22:01,Nhật Bản,181000,3,375,88
5658,JUQ9YQYXLAQ4IWO6UAEGNWMLWM1O1B3,M0Q961,20,2665000,2663000,7,2132,T2O662,8/24/2021 11:31,Trung Quốc,182000,3,851,113
